,Gene,logFC,P.Value,t,adj.P.Val,Significant
11796,FAM167B,1.5963856682142854,4.417451157615049e-14,8.81853807621375,2.1471489869134966e-11,True
16883,XLOC_l2_011798,-1.8314644886850653,4.7024806399141654e-14,-8.805974942302557,2.2515758049021855e-11,True
9131,FCGBP,2.1617713106704555,5.0290752193475284e-14,8.79248196700895,2.3725401917157164e-11,True
6791,PPP1R2,-1.1374512882987027,6.101828042881378e-14,-8.753616827610573,2.756994980501896e-11,True
18064,C5AR1,1.4502510121818175,7.6783914276419e-14,8.707398954576608,3.421149958316002e-11,True
17121,CCT6B,-1.6694776305860382,8.347716261682499e-14,-8.690584954720189,3.668421064038008e-11,True
8801,LOC644189,-1.0786100252987012,1.0219980468839373e-13,-8.649861049155271,4.25788277195282e-11,True
3243,C4B,1.4228153299285697,1.0456241436477195e-13,8.645260343046074,4.300464426694723e-11,True
12288,FRMPD2,-2.4879056989139583,1.3041631494449666e-13,-8.600768370586925,5.0614652512282773e-11,True
5854,ICA1,-1.1951061007678572,1.2908417591504829e-13,-8.602836408474307,5.0614652512282773e-11,True
11323,HIST1H2AC,1.1453888187597396,1.4621501091935232e-13,8.57773225089793,5.211227309439239e-11,True
15815,SLAMF8,1.9497382045357146,1.4616623019805483e-13,8.577799483972068,5.211227309439239e-11,True
14743,STEAP3,1.0265548246379872,1.723595840012231e-13,8.544578528505035,6.010103755173084e-11,True
14222,SNX31,1.6136030955584415,2.050921721258786e-13,8.509519095611672,6.782842146183696e-11,True
10847,GEM,1.2779309346006507,2.0320183643703753e-13,8.511386623650262,6.782842146183696e-11,True
12141,ACOT4,-1.2800122407678591,2.0837767960105886e-13,-8.506313697284401,6.82117955265507e-11,True
16326,EFHB,-1.903902896733766,2.1141229041200282e-13,-8.503397530863472,6.841974040475974e-11,True
716,VGF,-2.2185874341038954,2.188571865902839e-13,-8.496416380619841,6.883273084133634e-11,True
11663,XLOC_006548,-2.3254919165178576,2.2635076885443047e-13,-8.489624695930774,7.049837538689446e-11,True
10055,DHRS11,-1.0210955269594155,2.494474982928658e-13,-8.47001977577572,7.458474871596348e-11,True
6891,SERPINA3,2.2739664792629837,2.511977871614642e-13,8.468608712593378,7.458474871596348e-11,True
17691,LOC283737,-1.7055846494025966,3.6023227947334113e-13,-8.395813638152646,9.364890732647589e-11,True
3835,NPM2,-1.016344900219158,3.579322659464767e-13,-8.397107751990589,9.364890732647589e-11,True
8210,SPATA13,1.0714417692905815,4.1716321287695116e-13,8.366161241034556,1.0537477062277634e-10,True
3638,SAP25,1.2289339961672088,4.341259212451303e-13,8.358103978575503,1.0880280901206079e-10,True
11619,LOC100233156,1.4625281253636357,4.4217802507310765e-13,8.35438843878127,1.091159311103484e-10,True
7854,LPIN3,1.3906659076006491,6.476267022023432e-13,8.277184345059984,1.5389529338260127e-10,True
15143,TCL1B,1.231509517602273,6.630294663646492e-13,8.272425448543975,1.5639695059542607e-10,True
16623,ZSCAN1,-1.0518227238961035,6.83856689965078e-13,-8.266162841799808,1.6013228185459636e-10,True
6518,XLOC_000604,1.3453850226542219,9.331530030093037e-13,8.20318610361068,2.1081372067984834e-10,True
11031,MYO10,1.0565348398035725,1.2886844650835545e-12,8.137699283744512,2.7020259895346687e-10,True
17221,XLOC_010585,-1.7345240131737008,1.495175763139158e-12,-8.107519803517519,3.0551107313059993e-10,True
8671,KIAA1644,-1.0928874022435071,1.7056356327788235e-12,-8.080761834466498,3.4413076163235636e-10,True
9504,EPB41L4B,-1.3386070799853895,1.9208331214985616e-12,-8.056606326214993,3.780388131145635e-10,True
12861,CRH,-2.83751736966234,2.32365115290536e-12,-8.01787673166678,4.437067201500235e-10,True
10941,LOC100131096,1.335837236001626,2.366608766218927e-12,8.014148440993878,4.465929954135481e-10,True
19479,XLOC_011095,-1.8654299197581174,2.4539734844953374e-12,-8.00676952333793,4.5769458943378156e-10,True
9777,RHOJ,1.024872434251625,2.490637676119382e-12,8.003750424600735,4.618477263000565e-10,True
9619,ZNF850,1.0174011604139608,2.85133763269577e-12,7.97620713359878,5.053641505904989e-10,True
5620,EPHB4,1.7909260121688337,3.136626255456166e-12,7.956776840305446,5.424952101269514e-10,True
14057,CCDC102A,1.1229834041022722,3.364544217925346e-12,7.942478640798895,5.771902594173535e-10,True
12708,ALKBH6,-1.0193909043230507,3.583036138257306e-12,-7.929649409807007,6.058193872926956e-10,True
16044,ARMCX3-AS1,1.0810438226217531,4.371844039762266e-12,7.889051703109547,7.012437839778675e-10,True
13769,TMC8,1.0017702783636357,4.6281207791631406e-12,7.877421240848746,7.313798748549436e-10,True
18878,C14orf79,-1.2256890140373384,5.009069099982589e-12,-7.861266394045769,7.725525804203917e-10,True
13892,TASP1,-1.0098233146006503,5.5929762552516575e-12,-7.83873616910508,8.423599918707661e-10,True
11871,LOC100506791,-1.1363461818133125,6.030795581649401e-12,-7.823328587244639,8.956848252745962e-10,True
11245,XLOC_003474,-1.5814044174350652,6.216324248727033e-12,-7.817132580371187,9.189847092127337e-10,True
8686,RASAL3,1.0878988550762996,6.822465987872519e-12,7.798100175678366,9.99382232378769e-10,True
9313,MAFF,1.4057423065730523,8.12892265623398e-12,7.76223445967015,1.1538753929733897e-09,True
4281,HIST1H2AH,1.4685904256980518,8.933860963567434e-12,7.742891951910885,1.2353373263415657e-09,True
14025,EVI2B,1.1777948190649346,8.911633263447885e-12,7.7434024033801805,1.2353373263415657e-09,True
15906,XLOC_012170,-1.0673183277564942,9.781365615597793e-12,-7.72431623614122,1.3184294493629293e-09,True
5969,CD163,1.9888508053003218,1.0129183664091108e-11,7.717152031574642,1.3483162321329575e-09,True
5509,SERPINH1,1.3603362285941571,1.1620219593308435e-11,7.688981783211732,1.4911065782133384e-09,True
7598,TBL1X,1.0840175140535706,1.2854260601589773e-11,7.668263611209248,1.623482992515748e-09,True
1545,NUPR1,1.1789756215357148,1.3024508257782256e-11,7.665561797508269,1.6385342153319796e-09,True
6242,MET,-1.8115982298409108,1.3650284389957876e-11,-7.655923817048358,1.697291175309491e-09,True
2101,PNMA5,-1.1638582933051929,1.4577168157256954e-11,-7.64242663920573,1.798598286480012e-09,True
4310,VSIG4,1.5588131902548703,1.7232778233146865e-11,7.608019371783107,2.0399539694441014e-09,True
5633,HIST1H2AK,1.0879170938506473,1.738853418512317e-11,7.6061685135697,2.050824178892468e-09,True
1129,GFAP,1.2886696703246763,1.7795355455305506e-11,7.6014108803376175,2.09111722712894e-09,True
16415,KRBOX1,-1.014341453441559,1.7992245168717342e-11,-7.59914700718312,2.1065373175636947e-09,True
7322,LRRTM4,-1.033163561069804,1.8572100486915238e-11,-7.592620022497246,2.1586702305081188e-09,True
1617,ITPKB,1.1348358917662331,1.864199270219029e-11,7.591847014979949,2.1589715735966225e-09,True
11924,BFSP1,-1.1460867119123384,1.8800507590783797e-11,-7.590104461751377,2.169497422706274e-09,True
18027,C20orf195,1.1734732991590917,1.9162766315726066e-11,7.586176351797034,2.20337470755732e-09,True
9250,KCNF1,-1.072309436204546,1.9299675613035954e-11,-7.584710977931766,2.2111914059506907e-09,True
14875,C5orf55,-1.0862907265990271,2.0105374885233787e-11,-7.576291271500617,2.2871646323343967e-09,True
9966,C1QC,1.2893496836672078,2.023350801258743e-11,7.574983239735424,2.2936075513915365e-09,True
12893,STAB1,1.1157956706168832,2.1604562761859974e-11,7.561480690393696,2.4318399066683088e-09,True
11432,WDR86,-1.1698389160405824,2.2637215887732085e-11,-7.551861658469754,2.5215343252723792e-09,True
8898,DOPEY1,-1.0555095259285716,2.2817789560174606e-11,-7.550224537717984,2.5328535954685167e-09,True
9950,TNFRSF10B,1.0535501740584419,2.5016148669620152e-11,7.531265662392208,2.7204001671912354e-09,True
8993,XLOC_013275,-1.369288759516234,2.627491277009983e-11,-7.521142167329498,2.8118895549556074e-09,True
8578,LOC100507588,-1.0570871555746786,2.672095974717893e-11,-7.517670149647753,2.847868400961794e-09,True
11271,LINC00473,-1.6891656176412342,2.69722690454035e-11,-7.515739238843208,2.8565433840768117e-09,True
2281,XLOC_l2_010636,1.2942411606168847,2.7012798728384847e-11,7.515429507641996,2.8565433840768117e-09,True
10671,IKZF1,1.0979341697808458,2.756088656401651e-11,7.511285721988156,2.889389676384476e-09,True
6756,EGR4,-1.0615651175178566,2.8682072360039175e-11,-7.503058226459013,2.9874054587988855e-09,True
23463,XLOC_l2_001800,-1.2322286296314928,2.8855484759974047e-11,-7.501814296543955,2.9957409420710922e-09,True
9388,ARMCX5,-1.0054173642142876,2.9161134772702854e-11,-7.499639766242189,3.0177071080913147e-09,True
5412,CD44,1.4689076882629877,2.9482207273718665e-11,7.497379764309983,3.0411228596170247e-09,True
662,HSPA1A,1.4149571826461074,3.0184391677219024e-11,7.492521185259304,3.103574631426879e-09,True
18848,RNF165,-1.258134068777597,3.307790671556011e-11,-7.473618717299873,3.3474424209311305e-09,True
12604,C17orf102,-1.8629142376282477,3.362829864384147e-11,-7.470209879291039,3.3777868452054114e-09,True
12516,LILRB1,1.1621660490957817,3.39374226702621e-11,7.468319550649564,3.3913465736284167e-09,True
14141,PDLIM4,1.3106909879983775,3.5132762434041756e-11,7.461167414415494,3.4466636663121085e-09,True
18790,FLJ31104,-1.247206752214285,3.7222914844016146e-11,-7.449223325832791,3.596720205409753e-09,True
9903,RRBP1,1.0044369813912333,3.7440017951465914e-11,7.448021109892314,3.6068341618108906e-09,True
14681,XLOC_007776,1.167890647946428,3.8008136074657745e-11,7.444907607019078,3.6288720395089894e-09,True
16106,PPEF1,-2.279358311202924,4.0499632873846314e-11,-7.431777724755497,3.81456414555003e-09,True
9822,RGS7,-1.237020199941556,4.054758022545387e-11,-7.431532993246196,3.81456414555003e-09,True
20242,INHA,-1.0498078627597396,4.0444579351984025e-11,-7.4320590825077995,3.81456414555003e-09,True
17286,MIA,1.7270395910178578,4.6512324391202023e-11,7.4031325419148,4.232473282299568e-09,True
16434,BDNF,-1.692962380220779,4.657303829961806e-11,-7.402862465686236,4.232473282299568e-09,True
16758,PVRL3-AS1,-1.489462266615261,5.0954024691784154e-11,-7.3842434166005075,4.503044385984671e-09,True
20996,XLOC_005957,1.3477724984707784,5.1096105851439445e-11,7.383666539557173,4.503195262951036e-09,True
15438,MSR1,1.0963203566623383,5.3583409782941e-11,7.373817670970246,4.658416763785223e-09,True
9635,STAT4,-1.9511613253490268,5.941289690740672e-11,-7.352407369441383,5.042237388332296e-09,True
6021,C6orf154,-1.119582993782469,6.187389066756279e-11,-7.343988531160407,5.196111027789042e-09,True
10874,THNSL1,-1.0024212732970792,6.46800499971263e-11,-7.3347853688859175,5.4175874775660885e-09,True
16790,FREM3,-1.903846345079545,8.098788460542936e-11,-7.28808553309826,6.479030768434349e-09,True
12881,SMTN,1.0102699781818165,8.982723367770524e-11,7.266544173002352,7.080239941967529e-09,True
6338,XLOC_l2_010855,1.3178790297987,9.746437161954399e-11,7.24956370366418,7.497978516918396e-09,True
11286,STYK1,-1.308426948509739,1.0105592667598475e-10,-7.242029842757655,7.75567973149663e-09,True
9866,ANLN,1.276393644040584,1.017236634998054e-10,7.2406584973748425,7.788293854591306e-09,True
7429,XLOC_004397,-1.612245264839287,1.0379916136484554e-10,-7.236452333985533,7.872049873721619e-09,True
20135,XLOC_l2_014234,-1.439231237743508,1.057532850344892e-10,-7.232567733420774,7.98250678566215e-09,True
8524,SPRYD7,-1.021059384107141,1.0686253602585218e-10,-7.230394223296589,8.047300834998446e-09,True
9593,TGFBI,1.150602630074678,1.0722368534436097e-10,7.229691401416443,8.054151346795329e-09,True
8715,XLOC_012537,-1.7435839934383095,1.0820882887994971e-10,-7.227786119640655,8.054151346795329e-09,True
16776,LOC283089,-1.0081789096314928,1.0790884332238535e-10,-7.228364467365264,8.054151346795329e-09,True
10330,GABRE,1.305647164681818,1.1163854035418044e-10,7.221284706734821,8.25199164645647e-09,True
7070,CHRM4,1.8268159847678564,1.1265432697065251e-10,7.2193971741399965,8.307932894755247e-09,True
21445,LOC151760,-1.2039591944886365,1.1754741410423212e-10,-7.210535169127412,8.589797367799011e-09,True
17979,FCGR2C,1.1809323285649356,1.2042570059646514e-10,7.2054916531370194,8.760218764477556e-09,True
14375,C6orf118,1.4674206704123387,1.3901463963573472e-10,7.175544404021979,9.866348759987544e-09,True
11615,CAMK4,-1.2395133724399363,1.4536577546067907e-10,-7.166217318565685,1.0115692140517537e-08,True
7923,NECAB2,-1.2604437936152602,1.509595978524433e-10,-7.1583312955825775,1.039224012683773e-08,True
7897,XLOC_004308,-1.0652157954090935,1.5774371999830197e-10,-7.149147271815583,1.0789804984105602e-08,True
12634,SCIN,1.51913722412987,1.6206669571153924e-10,7.1434972111654735,1.0991753907877757e-08,True
5427,DDIT4L,1.094417962771102,1.6158591233776292e-10,7.144118151486558,1.0991753907877757e-08,True
3197,MRPL10,1.5792266976883145,1.6629192432216645e-10,7.138117535626975,1.1113843608864791e-08,True
16703,LOC100653017,1.0753175321477269,1.6730801837867304e-10,7.136844043240513,1.1135355248107533e-08,True
18752,IL1RL1,2.794912366683441,1.6954702232510928e-10,7.134064714636841,1.1237744785515507e-08,True
2656,ARPP21,-1.5431255182905854,1.8004960230395538e-10,-7.1214953680626465,1.1797913972625326e-08,True
15769,LOC100506731,-1.3375791065681826,1.8184141825682236e-10,-7.119423804533327,1.1880799791606643e-08,True
7192,LOC100509968,-1.555325436225652,2.3379653476220794e-10,-7.066792295411837,1.4563481233342973e-08,True
8387,WNT10B,-1.2208170906542195,2.3605667797093434e-10,-7.064775261685576,1.4620480021357488e-08,True
9992,MLIP,-1.7411280533214262,2.4428784493500594e-10,-7.057587907943304,1.5012938822825652e-08,True
8446,VASP,1.1765843591574656,2.541052463148431e-10,7.049323027808547,1.5468114424630295e-08,True
6415,LAIR1,1.0785799273879846,2.822439719073381e-10,7.027279358847523,1.6829714904809307e-08,True
15482,ZBBX,-1.5165153927175323,2.8653467742914324e-10,-7.024110887482835,1.705386354717424e-08,True
924,C20orf141,1.4463515250000025,2.8849563655021105e-10,7.022678444304045,1.713266014599951e-08,True
15736,LOC100508939,1.048236844881493,3.302633448052671e-10,6.994263244010401,1.9263360184278126e-08,True
10462,SDIM1,-1.541955599887987,3.4481761211978087e-10,-6.9851930321946725,1.987699502683914e-08,True
10018,FBXO16,-1.306559733879869,3.490728333884853e-10,-6.98261279095608,2.006856002706561e-08,True
17841,ATOH7,-1.6827524361363633,3.813653571121207e-10,-6.963990937681388,2.1730374167241266e-08,True
1294,MID1IP1,1.0038679588798693,3.973024943841423e-10,6.955369192674473,2.2399761019056738e-08,True
12569,CAPS,1.0421142264626653,4.016842004361794e-10,6.953058791156279,2.2607068684197607e-08,True
4068,RFPL1-AS1,-1.2387099037499993,4.1695911505481645e-10,-6.945195397249475,2.3182059637709723e-08,True
15448,XLOC_004908,1.4333126139626629,4.391487362752141e-10,6.934266597009916,2.4164479347699604e-08,True
10898,B9D1,-1.0037180092824682,4.487223224332114e-10,-6.9297194103515105,2.4564867071087752e-08,True
5164,HIST2H2BF,1.3396645328214287,4.59525507147995e-10,6.924702220436857,2.5028146467415416e-08,True
19564,LOC100505585,-1.2325810329545455,4.620411501544861e-10,-6.923550691012307,2.512250863890833e-08,True
19594,CTAG1A,-1.4365388548685067,4.863259297971551e-10,-6.912743340873608,2.630916665749197e-08,True
11336,ADAMTS1,1.3196178000162337,4.96426098421409e-10,6.908405112134659,2.672038462644094e-08,True
1555,SH2D5,-1.0336829686948068,5.307530458672919e-10,-6.894288128199216,2.828331845751283e-08,True
4286,HIGD1B,1.126557811172077,5.396274015192866e-10,6.89078568529674,2.8613631472295393e-08,True
15042,GBP2,1.0377788557597398,5.414576472386899e-10,6.890070442432084,2.8633827965809864e-08,True
12065,LOC440040,-1.4283810580405838,5.417934406248936e-10,-6.889939477549868,2.8633827965809864e-08,True
16164,LOC650293,-1.045923886724026,5.66567415086856e-10,-6.880492512181341,2.9645723654123656e-08,True
18193,MS4A14,1.201674584991883,5.705493434114888e-10,6.879012372608732,2.971302424779312e-08,True
11654,TNFRSF10D,1.5338577018360384,5.751121464229208e-10,6.877328840996982,2.9902103172199835e-08,True
12206,CCR5,1.0010307950275967,5.814665926770642e-10,6.87500615865474,3.018357328977382e-08,True
15386,XLOC_l2_013153,-1.1148128185227275,5.873571534589163e-10,-6.872875381441642,3.039099594026134e-08,True
10286,VIP,-1.1174161301201284,6.155337164391228e-10,-6.8629673652242476,3.144318729835519e-08,True
6805,CSDA,1.4197989922370127,6.165163042872513e-10,6.862630008110989,3.1443311671756786e-08,True
15277,LOC283484,-1.2944130653571424,6.768865437591903e-10,-6.842862532004741,3.371819926055097e-08,True
11299,LOC100506124,-1.113751597946429,7.366255897578063e-10,-6.82495066799169,3.624378668624299e-08,True
8388,XLOC_l2_007424,-1.7407511641477287,7.708869557985765e-10,-6.815316381705994,3.7755610636549295e-08,True
17344,SYCE1,-1.1382161274983762,8.094840229510085e-10,-6.804958151819826,3.940553483500509e-08,True
8786,CCL2,1.744055237564936,8.170959661563233e-10,6.80297318639697,3.97158160519619e-08,True
18112,XLOC_002967,-1.0348959965259743,8.346394664692823e-10,-6.798467218717832,4.0445972937061295e-08,True
10930,HLA-DRB4,1.111436575389611,8.464565998233954e-10,6.795484588810483,4.089507187098573e-08,True
11043,LY96,1.0228560793766226,8.684194540262193e-10,6.790049098381628,4.189307681979115e-08,True
15064,ADCYAP1,-1.4092688226120123,8.764956102515606e-10,-6.788084523903579,4.2092783198907283e-08,True
6232,COL27A1,1.1356532473928596,8.876526445952499e-10,6.7853997834373905,4.2392972847511116e-08,True
17073,LINC00460,-1.4530950388798711,9.040263868380308e-10,-6.7815196172950305,4.283776438665292e-08,True
920,CHRM1,-1.1208963721428624,9.089885666287433e-10,-6.780357433734972,4.3009370527212514e-08,True
21181,C7orf52,-1.4535576244058448,9.105211055259877e-10,-6.77999976953307,4.301843455857686e-08,True
12253,S100A4,1.182751557735389,9.597590758660894e-10,6.768814883576845,4.488202792096815e-08,True
9988,CACNG3,-1.5465481906379877,9.713798100377145e-10,-6.766258031305888,4.533931243969321e-08,True
15276,LOC100131541,1.0827464879626625,9.723643066866872e-10,6.766042810447025,4.533931243969321e-08,True
5830,SLC4A10,-1.0031225692581156,1.0265209287392902e-09,-6.754524161810052,4.731435545108682e-08,True
15296,PRPH2,-1.3266615224237004,1.0306802915060546e-09,-6.753664531932502,4.743791069083821e-08,True
9676,PNOC,-1.6360984808863632,1.0480484055680042e-09,-6.750111721175715,4.8099274464408545e-08,True
6158,CHGB,-1.057685084634743,1.0685688148288904e-09,-6.745988420855517,4.890112350885992e-08,True
16478,LOC729264,-1.4950272195860395,1.1315317693970115e-09,-6.7338091727048885,5.128156051334133e-08,True
14757,HAPLN1,-1.3236761526607168,1.1348671574171025e-09,-6.733182840335129,5.1314053660967806e-08,True
13553,PTPN3,-1.7122791506672073,1.1647202812549766e-09,-6.727656673968798,5.233084961156814e-08,True
2144,GON4L,1.5119325703068185,1.197260233383414e-09,6.721790584387708,5.341878760353257e-08,True
17262,XLOC_014060,1.0153652003425329,1.2252353589800853e-09,6.716872185489294,5.428943413823361e-08,True
19199,XLOC_004888,-1.2292827087792215,1.3041424643457176e-09,-6.703575806554728,5.6920939124096085e-08,True
21716,GOLT1A,-1.4836509070681818,1.365413743493542e-09,-6.693789202294254,5.903298233325179e-08,True
19113,XLOC_005981,1.1698533080990265,1.3938867845111607e-09,6.689388305616923,6.002132623774233e-08,True
13948,SLC7A4,-1.3258295507938316,1.443996478928459e-09,-6.681854880539482,6.148289771072028e-08,True
2131,XLOC_007052,1.0530181009188322,1.4710320019464065e-09,6.677897122267846,6.216745768704938e-08,True
5340,PRDM2,-1.04453721274513,1.4727951322368307e-09,-6.677641521108637,6.216745768704938e-08,True
19988,C6orf221,-1.056786049220778,1.4716341613998083e-09,-6.677809793093816,6.216745768704938e-08,True
1810,LRRD1,1.2219721515892878,1.5117602417795718e-09,6.672068700099152,6.339512229580217e-08,True
17835,SSR4P1,-1.1280386748181792,1.6461496026106106e-09,-6.653882517161844,6.78772226886226e-08,True
17924,LOC100129973,-1.265556396537339,1.7456012987180297e-09,-6.641346347927961,7.124540669576895e-08,True
17325,LOC100189589,-1.565644416193182,1.7702058061973792e-09,-6.63835394090913,7.188380033267333e-08,True
15034,PRMT8,-1.8291568941477276,1.8074548354530432e-09,-6.633901090455395,7.293478128469639e-08,True
10867,GDF15,1.1104266332970782,1.8488141072313364e-09,6.629062005437763,7.441650760348968e-08,True
15870,XLOC_001219,1.6684199852159098,1.957893863622159e-09,6.61679568057069,7.80238945900607e-08,True
7844,FSD2,1.090296698009741,2.015715569013268e-09,6.610564868355386,7.98322906838835e-08,True
21899,C1orf145,-1.111545457423702,2.0717004116395218e-09,-6.604698177363217,8.1546195344044e-08,True
10877,PAX7,-1.463270517227274,2.1150134966396036e-09,-6.600265950566099,8.294576157970474e-08,True
15015,LOC100506532,-1.342936403717533,2.1552344480528065e-09,-6.596229789153966,8.410632861611849e-08,True
19129,CHRDL2,-1.1420512239561686,2.157715350719e-09,-6.595983275874999,8.410632861611849e-08,True
10888,GLP2R,-1.1191045992857127,2.2524421989310295e-09,-6.586774581289926,8.664070232818636e-08,True
9257,WDR54,-1.1288564484642878,2.261790399891034e-09,-6.585886665386103,8.679214835945498e-08,True
11992,AZGP1,1.1052145386087657,2.3301666694926486e-09,6.57950035920287,8.920256176291668e-08,True
4283,GAS7,-1.4424544682418858,2.3507553641694343e-09,-6.577613651003954,8.988347089696716e-08,True
12180,XLOC_001246,1.3589431738717535,2.5188567051761124e-09,6.562793745126102,9.529131567074856e-08,True
14950,PKP3,-1.272827183362013,2.529321245421794e-09,-6.561903800941441,9.55719971179401e-08,True
12703,LRTM2,-1.6419509002305208,2.6000131581165416e-09,-6.555985576740941,9.75537100729575e-08,True
7543,LOC644450,1.181171000642859,2.6154350704243085e-09,6.554715628284466,9.790333379137902e-08,True
6984,LOC100505702,1.2150165724334414,2.6607205221024922e-09,6.551028846983964,9.902078230748023e-08,True
17421,MARCH11,-1.5952943313068175,2.7101477281507557e-09,-6.5470750171084475,1.0027859183284457e-07,True
19883,LOC100287082,-1.2188972494220778,2.708707894425567e-09,-6.547189182240524,1.0027859183284457e-07,True
466,NGEF,-1.177907926720783,2.755099417133162e-09,-6.543540605680296,1.0170723740118739e-07,True
4663,CNTNAP2,-1.2698597047938325,2.8607464918567843e-09,-6.53545337345442,1.0488313995287501e-07,True
5999,HTR2A,-1.2689143144464268,2.8688831732684185e-09,-6.5348428127023475,1.0503924074070242e-07,True
14332,DGKI,-1.1215231905860392,2.912173252908391e-09,-6.531622916364719,1.0532414650879502e-07,True
7592,HES5,-1.0644498866688323,2.9267806935345387e-09,-6.5305470884125745,1.0573324847813964e-07,True
5637,CBLN4,-1.7815028755925315,2.9862680658770987e-09,-6.526220016682126,1.073985196786293e-07,True
19686,XLOC_010545,-1.2832832885422074,3.054526353955944e-09,-6.521358702027123,1.0928472357176848e-07,True
9001,CLMN,1.106860257620128,3.1555549032085842e-09,6.51435708097801,1.121043203709096e-07,True
22074,BNIPL,1.260074123887987,3.46232947546719e-09,6.494379450840439,1.207191517862886e-07,True
21576,CBX3P2,-1.1379074205762985,3.5400554241282357e-09,-6.489595743455252,1.2264036501731512e-07,True
4405,XLOC_l2_001592,-1.3828972254318188,3.55700892806204e-09,-6.4885661218452615,1.2296211897869637e-07,True
5789,SRGN,1.0456746927516214,3.602291081409664e-09,6.485839635777879,1.2425967515228174e-07,True
7520,CEP104,1.0562578271655827,3.600474106938439e-09,6.485948383924006,1.2425967515228174e-07,True
2970,CHRNB2,-1.0393278274691546,3.6970621655616264e-09,-6.480241331631159,1.2644110263455967e-07,True
7087,ARHGDIG,-1.0049167637337657,3.763452150371557e-09,-6.476403384003856,1.2857459529703893e-07,True
13008,PIRT,1.2401828737775968,3.842003103344162e-09,6.471947897393521,1.308401906107014e-07,True
13840,XLOC_008402,-1.285213147048701,3.973229282114104e-09,-6.4647016383220475,1.337653651776682e-07,True
12016,NPNT,1.0084156265470785,4.06782815693746e-09,6.459623129637908,1.3650201597756664e-07,True
15836,NUDT18,-1.034045784360389,4.087869631818983e-09,-6.458562198685634,1.3685201923635084e-07,True
13407,PPM1J,-1.134140764477272,4.099514659661408e-09,-6.457948106398181,1.369232870831038e-07,True
1408,HMP19,-1.4223759406526,4.109162841754166e-09,-6.457440620368542,1.3702904777907863e-07,True
10335,LOC401220,-1.2871057362272733,4.298832615990577e-09,-6.447696212534147,1.4187916699689064e-07,True
1872,XLOC_l2_015849,-1.0762017751996744,4.487948002485943e-09,-6.438394298283762,1.4721203672775976e-07,True
2321,SVOP,-1.5314561327808427,4.607393658692027e-09,-6.432716659833866,1.503613312012617e-07,True
14519,XLOC_l2_011604,1.1662046100600651,4.78051343705241e-09,6.424740640547027,1.5467749779087255e-07,True
2381,PAPL,-1.317699071366885,4.948653277788075e-09,-6.417262602577391,1.5923048861729334e-07,True
15752,SLC22A9,-1.107204541430196,5.443160241850423e-09,-6.396641742732763,1.7186671314819054e-07,True
5263,PLD3,-1.0827494730487022,5.501461225010897e-09,-6.394333601872112,1.735367513258108e-07,True
13299,MS4A6A,1.2411250085308447,5.682815384734214e-09,6.387305184346215,1.783803498456689e-07,True
