,Gene,logFC,P.Value,t,adj.P.Val,Significant
10838,NRXN3,-1.1091762528587656,1.1445310379223308e-06,-5.188656476007159,1.341489064543236e-05,True
5389,CDH13,-1.377568714858766,1.1894603145875715e-06,-5.179505518850115,1.3816168469647208e-05,True
1045,MLLT11,-1.2237027766883148,1.1895342055226182e-06,-5.179490749029499,1.3816168469647208e-05,True
5747,FRMPD4,-1.0904061686866875,1.2223385387426503e-06,-5.173020526459923,1.4140865605071845e-05,True
11505,OLFM3,-1.4221814713230518,1.2360004551390955e-06,-5.170375778326151,1.4273180201894236e-05,True
5167,STEAP2,-1.007848977055195,1.2492452721032312e-06,-5.167838889677261,1.4400211401031857e-05,True
13213,SOCS3,1.6243497435470777,1.285282866920929e-06,5.161067032982481,1.473619527191687e-05,True
8240,SHISA9,-1.025960328862011,1.2995513060324223e-06,-5.158436949862597,1.4889144963400038e-05,True
2496,VSTM2A,-1.2005200801185048,1.331510423333716e-06,-5.152646834972993,1.5217261980956756e-05,True
5576,ELAVL4,-1.4415003050649347,1.350708407719393e-06,-5.149233578928162,1.5360058744997563e-05,True
31793,XLOC_004738,1.0190861455827922,1.3605195544688005e-06,5.147507477324192,1.5447631555208293e-05,True
17994,LOC158434,1.0019179242305203,1.4042972002565115e-06,5.139950756958539,1.5845048350648638e-05,True
5903,TRIM37,-1.0108149815032466,1.4314291527628062e-06,-5.135381946843219,1.6078517934394545e-05,True
4078,GDA,-1.4483255045211045,1.4412676601933572e-06,-5.133746077436908,1.6172041461700908e-05,True
10103,PIP5K1B,-1.0660430167321424,1.470627263816213e-06,-5.1289284114686025,1.6449694080622076e-05,True
8797,CD200,-1.4515620081282448,1.5233592739739982e-06,-5.12050661759171,1.6944994975411187e-05,True
168,TUBB2A,-1.0532908912337646,1.557115813201929e-06,-5.115263488491054,1.7246519885287483e-05,True
16585,INSM1,-1.1036113472370133,1.5756981508037354e-06,-5.112424391172835,1.740647268518727e-05,True
17770,SDR16C5,-1.0746771395795474,1.581606308672432e-06,-5.111528557792309,1.7459714515558025e-05,True
4353,SNORA28,1.1117862765568152,1.7184871569563975e-06,5.091639573446478,1.87259062483564e-05,True
13283,DLX5,-1.232955731905843,1.8079556909137837e-06,-5.079458650616203,1.9521783427975154e-05,True
10559,GLS2,-1.1248592474025978,1.824026709305496e-06,-5.077333093933631,1.966883254941859e-05,True
12864,FAT2,1.3832681483538956,1.8259695588674734e-06,5.07707737092881,1.9680392646426733e-05,True
13622,PNCK,-1.156565789170454,1.8263257141026304e-06,-5.07703052162198,1.9680392646426733e-05,True
22450,GPRIN2,-1.039947474501623,1.834554305839575e-06,-5.075950591961776,1.974916178903811e-05,True
12352,XLOC_001488,1.2406959273100666,1.8698028806851956e-06,5.071377372313073,2.0054589238509217e-05,True
11270,CA5BP1,1.3738038923490246,1.8841407149382533e-06,5.0695411695204955,2.0174644237389574e-05,True
4590,TAGLN3,-1.4986462492711023,1.924134056664931e-06,-5.064490471312616,2.0520685019219076e-05,True
2544,INA,-1.1152578089301937,1.9628739255158948e-06,-5.0596947638823595,2.0871393944497812e-05,True
10300,CALB1,-1.7477210036720772,2.066632822696737e-06,-5.04729110846807,2.178691454226465e-05,True
26048,DKFZP434L187,1.0373934807029221,2.0682889426788e-06,5.047098095204965,2.1790052309075833e-05,True
22386,SLC22A6,-1.0321894703084418,2.0818447187741215e-06,-5.045523872512951,2.1896911009270105e-05,True
18269,C18orf42,-1.3214646284285703,2.087289272828722e-06,-5.04489441192985,2.1932603954256604e-05,True
9463,CAP2,-1.1722504002435077,2.1309161803681583e-06,-5.039907630686812,2.2310636770956434e-05,True
6190,MAP7D2,-1.3233332783814937,2.191493687255546e-06,-5.033145918754992,2.28553697942646e-05,True
20995,IGLL5,1.195701342561689,2.2493173486290817e-06,5.026859471683546,2.3321945877188412e-05,True
9716,DYNC1I1,-1.4348045981461022,2.3007103534181827e-06,-5.021403002648907,2.371683423446507e-05,True
13998,XLOC_002499,1.2208385963084414,2.3047465887458012e-06,5.020979515290328,2.3746869989575114e-05,True
6301,RET,-1.4861310972857158,2.3078693655748136e-06,-5.020652364978174,2.3752470082656407e-05,True
18932,ADRA1D,-1.1367321327987012,2.409799028889406e-06,-5.010204218130125,2.4627700811332316e-05,True
10477,ENPP5,-1.0429765991038957,2.414496438404388e-06,-5.0097331630155155,2.4662999466978207e-05,True
11193,RAB27B,-1.5937652770405828,2.486468783005934e-06,-5.0026253624620916,2.528238306143593e-05,True
232,STMN2,-1.417732307061689,2.506984107350376e-06,-5.000636028479619,2.5442597331161044e-05,True
9352,CEP41,-1.235274997624999,2.571597085454823e-06,-4.994472700839384,2.597059248165002e-05,True
4934,CADPS,-1.3508549657305178,2.6858447968120226e-06,-4.983935162923021,2.6891168678958927e-05,True
9087,KIAA1107,-1.0754749687451275,2.7195888872226297e-06,-4.980906277973126,2.7170480069169095e-05,True
3452,SYT13,-1.2332316663522729,2.8447183446330742e-06,-4.96998549755748,2.8244681057204897e-05,True
1275,SV2B,-1.0636702028473977,2.900819960826144e-06,-4.965240313604951,2.8721698871389723e-05,True
7569,TAC3,-1.4890054880633112,2.927515664601419e-06,-4.9630136417684145,2.8941356708910175e-05,True
4146,LOC100129129,-1.2017014726412363,2.9796818355977337e-06,-4.9587190029955135,2.9402704794209564e-05,True
15227,FAM133A,-1.030404090107143,3.0229590087039793e-06,-4.955211375486194,2.976566144850327e-05,True
6394,SYNGR3,-1.1568163244821417,3.0382992615409143e-06,-4.953979773233204,2.9898355923384214e-05,True
18275,ZNF215,-1.1597529311168833,3.0458245396772654e-06,-4.953377813698144,2.9954031647101984e-05,True
13576,BTBD11,-1.259527141125,3.0661646564750344e-06,-4.951757993359991,3.012635901369651e-05,True
46,SNAP25,-1.302430723084413,3.1174863803349697e-06,-4.947716957102807,3.0537087963708646e-05,True
6100,PCSK1,-2.066761480509742,3.1215072351014256e-06,-4.947403099860764,3.054157450861569e-05,True
13734,TAC1,-1.8497660796899353,3.159809683207568e-06,-4.944432896060477,3.084805071128995e-05,True
13922,GLIPR1,-1.1170393450551943,3.2057454501572284e-06,-4.940916651454464,3.123946356046291e-05,True
10560,XLOC_007062,-1.6309339698993481,3.2201248493744463e-06,-4.939826029346274,3.135101826037397e-05,True
4403,GABRB2,-1.4566816902207798,3.317827403479123e-06,-4.932538876644629,3.213490753504622e-05,True
15375,EGR2,-1.0928417062532452,3.329970192203162e-06,-4.931647841867628,3.2224869914291835e-05,True
9660,KRT222,-1.2589981026168857,3.3593458561255257e-06,-4.929505278577436,3.247035266566829e-05,True
5020,DOCK3,-1.3126526551152597,3.408164362272147e-06,-4.925984640796769,3.285273820363296e-05,True
1476,SCG5,-1.2385995319237004,3.4105837773229367e-06,-4.925811439537597,3.2856314587543486e-05,True
7247,PRKAR1B,-1.0300534709350657,3.4327773113619003e-06,-4.924228205021677,3.3030442755995726e-05,True
3845,RTN1,-1.5513420831801916,3.4423574499865405e-06,-4.923547857233132,3.3102765885961696e-05,True
11971,RSPO2,-1.5058533747987006,3.4839178840779726e-06,-4.920617565313191,3.337237555127542e-05,True
3949,GRIN2A,-1.1282586140649364,3.7611039519207895e-06,-4.901902924366758,3.549756245296232e-05,True
19868,LOC100131608,1.2691291019318176,3.7723916248875433e-06,4.901169580106372,3.556224605536068e-05,True
10501,ZDHHC23,-1.0187987401444802,3.771571393038905e-06,-4.901222797422028,3.556224605536068e-05,True
4894,SLCO4A1,1.265118982258116,3.7880164792469535e-06,4.900157971301461,3.5646690716996854e-05,True
17643,NMU,-1.607924038336039,3.875774097828016e-06,-4.894550601597446,3.634593462596895e-05,True
6900,SNORD17,1.5108048536314929,3.994540659034141e-06,4.887155492980906,3.731650097315529e-05,True
5275,XLOC_001149,-1.1498501307175353,4.086158858397427e-06,-4.881595540810194,3.805050106745703e-05,True
19558,SLC1A6,-1.1749135299886366,4.091589918043176e-06,-4.881269770365911,3.808754466777874e-05,True
14622,PTPN5,-1.4263874477629876,4.163864985560153e-06,-4.876974105632169,3.860857390833344e-05,True
3986,LOC497256,-1.2731512445324675,4.218801167908499e-06,-4.87375722528206,3.9047646124207916e-05,True
10856,WBSCR17,-1.2230576490422065,4.336711038754305e-06,-4.866988224959743,3.9851529682967086e-05,True
2228,C20orf103,-1.0168548168555205,4.37960690913283e-06,-4.864569979034366,4.017666275235379e-05,True
6812,XLOC_013814,-1.5743702129448067,4.728278064307006e-06,-4.845727412222298,4.2872572160251204e-05,True
15192,CDH8,-1.4314463910389614,4.944415783816606e-06,-4.834714280929012,4.453028027648419e-05,True
15908,YTHDC1,-1.0223214933944815,4.983825349394342e-06,-4.8327567717840285,4.4809730159352716e-05,True
3422,SLC32A1,-1.1193240449935082,5.1399472753276935e-06,-4.825147161649812,4.600711735282154e-05,True
7447,C1orf173,-1.4924374579967532,5.244066551974741e-06,-4.820196137015938,4.6821501527233423e-05,True
19606,TYRP1,-1.224792768090909,5.28224747470648e-06,-4.8184044901887715,4.709685908520952e-05,True
6272,CNR1,-1.4328038006396095,5.450332302350623e-06,-4.810663882427781,4.8460826014248334e-05,True
13912,XLOC_011804,1.072821426852272,5.566896750306227e-06,4.805430948344365,4.927774137914932e-05,True
19111,XLOC_005052,-1.1114373000162345,5.6091825306514865e-06,-4.803558896128768,4.955730531074076e-05,True
4868,XLOC_005471,1.2278725991704569,5.643545880050521e-06,4.802047655008124,4.981974458778776e-05,True
3795,NAP1L2,-1.1343212258068185,5.647521434698145e-06,-4.801873394388528,4.984112451860151e-05,True
705,SYT1,-1.1306275543879885,5.748830335501939e-06,-4.797472478201319,5.0568269032876944e-05,True
5333,XLOC_003226,-1.2760450954415568,5.835817874052535e-06,-4.7937534134684805,5.1181481751330224e-05,True
4432,NKX2-3,-1.071520711897728,6.100159575481055e-06,-4.782773580967325,5.324982834868904e-05,True
8045,RASL11B,-1.0989082063457785,6.377846905204493e-06,-4.771726453167127,5.532756320144947e-05,True
17581,PNMA6A,-1.1393775644805189,6.434535175223459e-06,-4.769528772169367,5.574396122634852e-05,True
5661,ZFP36,1.025487084360389,6.484499021426161e-06,4.767607318887219,5.608593383859564e-05,True
19514,DYDC2,-1.2156203597759743,6.662028508141076e-06,-4.760894504602708,5.728166028977907e-05,True
8884,SCG2,-1.5650873594318169,7.01360011235601e-06,-4.7480985546770915,5.982352874352056e-05,True
21140,XLOC_007914,1.0030298524707786,7.033453303027915e-06,4.74739467760315,5.994505365598712e-05,True
3731,SLC12A5,-1.4143209372987027,7.0859651724782355e-06,-4.745542174944238,6.034450829124019e-05,True
15014,FBXO40,-1.1715271365600648,7.113853420013299e-06,-4.744563751484817,6.048566597244279e-05,True
12140,SCARNA22,1.7343631528327919,7.302936886696697e-06,4.738026603332576,6.18638012477502e-05,True
15369,ABCA8,1.08022380350487,7.425386275431729e-06,4.733880280432608,6.274679768657285e-05,True
9565,HS6ST2,-1.2209734361834412,7.48989196886588e-06,-4.731722637489914,6.318057700794568e-05,True
29745,XLOC_003909,1.0087270064123377,7.535924832639503e-06,4.7301938915123545,6.351877788520106e-05,True
6982,XLOC_l2_000465,-1.211526387883115,7.681718405173362e-06,-4.72541123444289,6.452723918249842e-05,True
239,MDH1,-1.080299779496757,7.712707614089568e-06,-4.724406016425738,6.471976465079607e-05,True
2517,ENO2,-1.0384608933035704,8.04930020535985e-06,-4.713733412989805,6.715775047800883e-05,True
3145,GAD1,-1.5145959844415575,8.125848625558467e-06,-4.711366748731201,6.762055094887565e-05,True
17423,OCA2,-1.1750275103344165,8.349903524765345e-06,-4.704561922534503,6.916212369596496e-05,True
13568,XLOC_009005,-1.3631004806964278,8.400658464457212e-06,-4.703045062784938,6.951073601748448e-05,True
14639,SFN,1.1329577738376626,8.398739258692215e-06,4.703102258117137,6.951073601748448e-05,True
3026,FAM178B,-1.2000720681574677,8.44880915674669e-06,-4.701614230835708,6.983710325906566e-05,True
17825,NEUROD6,-1.41073770962013,8.553850009595284e-06,-4.698520128604567,7.061438710957713e-05,True
29021,XLOC_008759,1.008839767152598,8.808083230945078e-06,4.691181373955534,7.229481597673874e-05,True
19086,LOC401022,1.012020071733767,8.876468850987774e-06,4.689242409056712,7.267920386413675e-05,True
9410,ELOVL4,-1.0079372701314924,8.935126026921432e-06,-4.687590789709386,7.312215381215295e-05,True
2474,XLOC_010979,-1.0464016251363635,9.075493918861472e-06,-4.683680741256023,7.401853192704745e-05,True
18217,SCARNA11,1.0958667178230517,9.092148774390987e-06,4.683220707153668,7.41047085067233e-05,True
14126,B4GALT6,-1.1769067640746753,9.109739961566452e-06,-4.682735696833267,7.421037530905327e-05,True
6651,HTR5A,-1.0327655030178562,9.158670033114232e-06,-4.681391398081799,7.45711001680976e-05,True
16791,LINC00230A,-1.7099034650405844,9.193687277970947e-06,-4.680433608507551,7.476096696459572e-05,True
13753,NT5DC3,-1.0707570506379858,9.285718303606169e-06,-4.677933152529663,7.541413751384453e-05,True
18417,TMEM169,-1.0343050143538957,9.466913910187415e-06,-4.673079600678591,7.657554166384577e-05,True
7828,SLC22A10,-1.3815274053701305,9.633844574716557e-06,-4.668687237116505,7.76126905969129e-05,True
14587,CP,1.1554204107629866,9.783898294242384e-06,4.664801490217897,7.860442205842617e-05,True
8085,XLOC_002111,-1.0217403888749992,9.916797734581791e-06,-4.6614079237565775,7.945326456677918e-05,True
472,NEFM,-1.3160419413636344,1.0072913764939842e-05,-4.65747740577606,8.05431389778839e-05,True
15439,EPHA5,-1.0861836590795457,1.0379840994637096e-05,-4.649919218862709,8.260612729048822e-05,True
3563,PEG3,1.1515993395340924,1.0450419529181268e-05,4.648211861005056,8.29825392317166e-05,True
12332,IL1RAP,-1.0191065604188303,1.0502577730753381e-05,-4.646957275493079,8.33554412673351e-05,True
11288,FSTL5,-1.0378486417256516,1.064397910895e-05,-4.643586225338072,8.418610695638954e-05,True
6833,REEP1,-1.0980847071152606,1.0689887595417985e-05,-4.642501084008643,8.440354271745237e-05,True
22250,XLOC_005283,1.1096834966103892,1.0733893933900792e-05,4.641465136128058,8.468846960146026e-05,True
13572,MICAL2,-1.0013790985551934,1.0826865871189198e-05,-4.639289964853276,8.52961338771487e-05,True
4058,XLOC_007506,-1.1334568217370133,1.0885293584150565e-05,-4.637932235611047,8.560927143406475e-05,True
18910,PCK1,1.2998418974155848,1.0950492265395854e-05,4.636425478549832,8.599811033209875e-05,True
7430,LOC100507534,-1.4647609568814932,1.1020534403152323e-05,-4.634816445866833,8.639754243722545e-05,True
13958,GPR4,1.0970984695259736,1.1553529802304283e-05,4.62288735223525,8.996049418881587e-05,True
5233,RNASE13,-1.0137257091120127,1.1985078725061195e-05,-4.613613195504333,9.268364373215031e-05,True
11739,KHDRBS2,-1.0719248075389611,1.2393452309363633e-05,-4.605130361214218,9.527485024787572e-05,True
5078,KCNS1,-1.0506747666314915,1.250672836755531e-05,-4.602825326608286,9.605359014392491e-05,True
20163,XLOC_009514,1.3741907276948053,1.267343091605085e-05,4.599469645913154,9.705506416493466e-05,True
21588,SUN3,-1.0234217290340908,1.3079881880503925e-05,-4.591463810989172,9.969175830994677e-05,True
27142,XLOC_008998,1.006546527168831,1.3277375655036607e-05,4.5876603891012095,0.00010089671031445818,True
15348,RNASE2,1.126292239680195,1.3289832689387128e-05,4.587422326682015,0.00010095615265819064,True
2104,SPEN,1.753956598980519,1.369406540042204e-05,4.579812179188202,0.0001035853850614334,True
18129,XLOC_006254,1.7587472374853896,1.3760839175044092e-05,4.578576061977378,0.00010382119490484818,True
15912,XLOC_012810,1.7430949989724036,1.392254711998608e-05,4.5756064228139826,0.00010484396986130363,True
13631,BACE1-AS,1.4001655816980518,1.3992320422824745e-05,4.574335392140587,0.00010527055327491038,True
8395,XLOC_004956,2.144471506980519,1.4051490250402633e-05,4.573262320172319,0.00010553430482591673,True
18176,XLOC_000236,1.3813192726590904,1.4053635069504604e-05,4.573223505117211,0.00010553430482591673,True
17847,OXGR1,-1.2034974001087662,1.4179908324537014e-05,-4.570948372649584,0.00010638247405312148,True
9852,LOC100287765,1.4047109539204516,1.4302657172642889e-05,4.568755466564825,0.00010720309394822054,True
112,UCHL1,-1.0778707973701298,1.4469350819755878e-05,-4.565806482713475,0.00010827543137340064,True
21605,XLOC_009637,1.5778452827743505,1.4606549661042409e-05,4.563403865262072,0.00010909631316857073,True
10628,XLOC_010855,2.0270280810081163,1.477294012177004e-05,4.560519190649187,0.00011018737947137478,True
13229,SNORD66,1.2058540660389605,1.5379723171077136e-05,4.550259534645798,0.00011405028186041482,True
18846,PRDM12,-1.122788960933442,1.5610905655848026e-05,-4.546453406434641,0.0001154976599261081,True
19400,XLOC_010686,1.5360350478019482,1.592956625211861e-05,4.541295525020964,0.00011747597364780803,True
4414,PNMA2,-1.0587557734886364,1.5988022590095647e-05,-4.540360193504697,0.000117771702569522,True
1282,GABRG2,-1.2072530346120178,1.6005515441438412e-05,-4.540080942156469,0.00011787349296633247,True
5291,ACOT7,-1.1788193893993508,1.6062531036342713e-05,-4.53917280567833,0.00011813067300455623,True
16930,XLOC_l2_000969,-1.1040844975811686,1.6085713948815346e-05,-4.538804443212252,0.00011827152864557132,True
8569,ASB16,-1.1084636361266238,1.6420077813318687e-05,-4.533547986408985,0.00012020905893456491,True
8047,XLOC_006661,-1.1399613309545469,1.661707071956656e-05,-4.530499382854121,0.00012151256637421818,True
19038,XLOC_002326,-1.1041623565600647,1.6847475005114943e-05,-4.526977772044271,0.00012291721586629232,True
15353,PABPC1L2A,-1.3615171232987011,1.6890699193301468e-05,-4.526322306851173,0.00012320455437042087,True
31790,PRAMEF8,1.0020829461607146,1.7041165475088627e-05,4.524053177808255,0.00012407639320037293,True
15978,ZCCHC12,-1.2143296854269474,1.771536835988781e-05,-4.514118105067566,0.00012828645981607248,True
6595,INSL3,-1.193523055063313,1.7769127489614808e-05,-4.513341727190856,0.0001285886780660598,True
12765,PAK3,-1.0667020311314932,1.79058546966672e-05,-4.51137733321183,0.00012931558277106794,True
4822,LOC338797,-1.2097248026509746,1.792540236430254e-05,-4.5110976730929675,0.00012942761824146423,True
9651,MATN2,-1.2336329139188313,1.829288522368582e-05,-4.5058944309999305,0.00013140075189785962,True
2884,SYT4,-1.395629012243507,1.8327209422050687e-05,-4.5054136037047865,0.00013152317312807344,True
13817,SMPX,-1.2026570653701318,1.9126881089939933e-05,-4.494451209630816,0.0001364443729965028,True
12170,XLOC_011134,1.8781571244837671,1.9280346784446697e-05,4.492398199735775,0.00013735587937931378,True
8411,CISH,1.6568525561899357,1.9861027451214345e-05,4.4847704831718165,0.00014071151957485782,True
17588,XLOC_004207,-1.0047976754935064,2.040241396761523e-05,-4.477850703776991,0.00014406987455009833,True
733,NSF,-1.1063265849350614,2.049627820038919e-05,-4.4766690539954155,0.00014463717656587884,True
2870,NELL2,-1.0821917902532476,2.0750165224946243e-05,-4.473498907686416,0.00014604328662050798,True
15098,XLOC_002486,1.7769307542240256,2.100630527718938e-05,4.470338396079607,0.0001474901013990447,True
14320,PIK3R5,1.7232707141720782,2.124386218743026e-05,4.467440298605376,0.0001488322994044033,True
19546,MUCL1,-1.1747013161801934,2.165830615639632e-05,-4.462458433997716,0.00015124041390883632,True
13263,EFCAB3,1.1188681986298699,2.169389250758993e-05,4.462034969346275,0.000151455945950704,True
8669,CASQ1,-1.1231482671282471,2.2036207662879677e-05,-4.457995487601306,0.00015347840682266176,True
14768,RBM24,-1.0617022236347404,2.2478795532309774e-05,-4.452861691102772,0.00015585039132839798,True
17682,XLOC_007697,-1.2195234870178568,2.2528895481503702e-05,-4.452286722586844,0.00015609653715910126,True
4604,FLJ32255,-1.003937831292209,2.2821797670414954e-05,-4.448949776009961,0.0001578872696284045,True
13569,ZNF620,1.2103446852142845,2.2839811472031374e-05,4.4487459031481125,0.00015794377064513182,True
8017,SNORD67,1.3665024408571425,2.287546350380001e-05,4.448342865570813,0.00015805575526436683,True
13579,MCF2,-1.0345360331396103,2.3447829786795212e-05,-4.441954163400823,0.00016152166191977463,True
17658,XLOC_013682,1.1957808356737,2.3790896054942716e-05,4.438196717136894,0.00016356878384967045,True
12302,XLOC_005877,1.6592809639870136,2.379628969071589e-05,4.438138062023596,0.00016357081064456093,True
4327,SH3GL2,-1.3240022960487021,2.3925389445302787e-05,-4.436737937286175,0.0001643877689880731,True
14165,LOC284578,-1.1424808580730517,2.4116239499598926e-05,-4.434681423426245,0.00016555723585429778,True
414,NEFL,-1.058555611883115,2.4207840308266736e-05,-4.433699951381229,0.00016600844743249187,True
8527,PCLO,-1.3266287052110384,2.448639766801738e-05,-4.430737191774233,0.0001675236499504655,True
20403,XLOC_012716,-1.111715172162337,2.4945984459883326e-05,-4.425919421140055,0.0001703058483662603,True
6233,OPN3,-1.1013966914935072,2.5858194310110708e-05,-4.416605651184927,0.00017537650601867898,True
10171,XLOC_013949,-1.095349739532467,2.5930973624593746e-05,-4.4158762912804015,0.00017579578061643433,True
17964,LOC100129089,1.1427599079529234,2.6955991471503532e-05,4.4058088003431255,0.00018170796520399944,True
7490,GPR182,2.05273065319318,2.696958595728751e-05,4.405677777568833,0.00018174506883115597,True
16445,LOC653550,-1.1211163220633127,2.7031142657800756e-05,-4.40508529491796,0.00018202331159996817,True
9702,TUBA3C,-1.0217727249009725,2.7446682312989763e-05,-4.401119476305102,0.0001842081294036723,True
12540,SNORA75,1.4694318745259736,2.8030391714368662e-05,4.395645479496191,0.00018737548785099952,True
3876,XLOC_005810,-1.0511307839464266,2.841493484144954e-05,-4.392099051806891,0.00018959049702864,True
3117,EIF4G3,1.081280297891233,2.9055382984816558e-05,4.38629411160644,0.0001931406311962112,True
11973,XLOC_l2_001549,1.7709170026639596,2.952802209023812e-05,4.382088824733601,0.00019591705246222108,True
7692,CCDC66,1.506711076795452,2.961901117941033e-05,4.381286714580278,0.00019635831341919472,True
19950,XLOC_013049,1.5324501721477275,2.9807523704338563e-05,4.379632429570444,0.00019740407936316703,True
15668,AFF2,-1.1869191656639613,3.0070333654987792e-05,-4.377342918789796,0.0001987752531737087,True
7381,XLOC_012294,2.0033047915211037,3.017045893226259e-05,4.376475737031487,0.00019935495830009965,True
17553,C12orf68,-1.2086490119448055,3.0493989174455522e-05,-4.3736925122973425,0.00020107855554296673,True
11339,LOC100130587,1.3531171730909088,3.09423262677564e-05,4.369882346089564,0.00020365648527291588,True
16805,SCARA5,-1.3302853586493502,3.110786389491374e-05,-4.368488984103169,0.00020445406141135684,True
15443,ZNF385B,-1.108280383849026,3.1216560589278395e-05,-4.367577948272251,0.0002050004633989869,True
22146,SERPINC1,1.0000733302240254,3.135028562039727e-05,4.366461327752388,0.00020579438565630128,True
9386,XLOC_004187,1.9891656258441568,3.2036267138129545e-05,4.360804566834252,0.00020970142216347097,True
16830,XLOC_l2_008759,1.0160841725162335,3.473352021779585e-05,4.339640224184359,0.00022415033767589837,True
9600,RNU11,1.194571497113638,3.527432757568418e-05,4.335588142592256,0.0002270466349574535,True
11346,PPAN-P2RY11,1.0100131514626627,3.567193593775908e-05,4.332647027058899,0.00022937576766552642,True
12969,IPCEF1,-1.1340024289155837,3.689520728920168e-05,-4.323792674824635,0.0002361528830482023,True
15491,XLOC_011136,1.6522239158571432,3.815362361795752e-05,4.3149744372612275,0.0002429116489098619,True
10011,BICC1,1.8970570408961036,3.874906449006709e-05,4.31089920240326,0.00024629878915025804,True
6157,GPR179,1.975281713246753,3.879094038846033e-05,4.310614876786548,0.00024651611879195865,True
16509,PLA1A,1.0111445405876625,3.952591869077655e-05,4.305672149698894,0.00025039326058454023,True
9373,XLOC_009764,1.9317404423230533,3.971431919748845e-05,4.304419418227754,0.0002514378053790072,True
16118,XLOC_007507,1.5341621006753252,3.9925247490595334e-05,4.303023668562333,0.00025264982660793534,True
14247,OR52E8,1.852535552657467,4.0127203118514925e-05,4.301693934266757,0.00025340170788227536,True
11662,TMEM155,-1.171962428871752,4.040171308683208e-05,-4.299896782481645,0.00025493449170447933,True
16467,SLC2A13,-1.1111494910227275,4.131920810037096e-05,-4.293974374577508,0.00025980403682083504,True
4360,XLOC_009191,1.800435394503248,4.2469691617684736e-05,4.2867245277860295,0.00026625517043098033,True
2776,XLOC_000495,1.9294574407727278,4.3985263217907295e-05,4.27745752714325,0.0002743626762649166,True
10476,KRT79,2.028792753917206,4.536378562562095e-05,4.269291770161989,0.00028197447062001935,True
13451,ERAP2,1.1072512075064935,4.574662425830494e-05,4.26706638537751,0.00028413392182118536,True
17355,XLOC_001314,1.5935545712256491,4.588331520864888e-05,4.266276162629523,0.00028492774910829577,True
13455,C4orf6,1.1891281284902595,4.5987331376785555e-05,4.265676352839757,0.00028551840343860665,True
17468,XLOC_007136,1.6069285721071438,4.685795105689344e-05,4.26070653063383,0.0002902496755947367,True
1806,SYNPR,-1.1611541622678558,4.7400464545343436e-05,-4.257654421137294,0.00029304430576500626,True
13219,XLOC_l2_007034,1.4517518507987006,4.739363316483198e-05,4.257692644104075,0.00029304430576500626,True
12860,SLITRK5,-1.025457679506495,4.8335587112812215e-05,-4.252471625269106,0.0002973927185613763,True
16117,LOC151484,1.3864122357353885,4.844374687409248e-05,4.251878402574943,0.00029795881060567896,True
7725,XLOC_007020,1.9965546601493491,4.849724792239822e-05,4.251585437022111,0.0002981586265524214,True
5316,S100A5,1.0425092055275993,4.88986948570424e-05,4.249397032259269,0.0003003389107819108,True
9399,XLOC_l2_014048,1.9775137680081176,5.08557016804125e-05,4.238970448852204,0.0003107525542681205,True
8991,LIN9,-1.1673849029009729,5.111996351529675e-05,-4.237592196423179,0.00031212950696054816,True
11985,XLOC_l2_004385,1.0308310329902612,5.1191535304147754e-05,4.237220094918384,0.00031250703188526354,True
18686,XLOC_000280,-1.27443751696591,5.1315570005458455e-05,-4.236576422729515,0.0003130854860736225,True
4104,RPA4,1.757661668761365,5.257355584890594e-05,4.230131447091217,0.00031972695196832274,True
17305,XLOC_001966,1.1335691211509742,5.4055629426205374e-05,4.222726108250149,0.0003274985065141961,True
10396,XLOC_001339,1.8375550069318187,5.49763586771938e-05,4.218223322655996,0.00033244893239667804,True
20572,FCER1A,1.0102419084090903,5.5182534640250347e-05,4.217224972349208,0.00033319052531279145,True
7636,C1orf182,-1.1125514376785723,5.8213079900024646e-05,-4.202950241763754,0.00034899562758228193,True
18926,PTH2R,-1.13908041324513,5.90034057695503e-05,-4.199345096211196,0.0003532742686228298,True
16113,SLA2,1.0665409223879871,5.932673255883501e-05,4.197883575989156,0.00035494248050865854,True
17798,XLOC_009417,1.084059132530844,6.040172844520639e-05,4.19307877917641,0.0003601563802588908,True
3963,KCNC2,-1.2608170696201277,6.127419972747404e-05,-4.189239237926766,0.0003642839746585188,True
18655,FLG,1.210540758375,6.223425527038472e-05,4.185074519790344,0.00036958069401590924,True
13693,LOC100508383,1.843153323907468,6.321865705732137e-05,4.180867820260579,0.0003741107763141246,True
11216,NT5DC4,1.076279413308443,6.337280157075708e-05,4.180214812862505,0.0003748155373137697,True
1286,BCAS1,1.0915350267532453,6.408836701057577e-05,4.1772032915635,0.00037848947233049896,True
2967,XLOC_009911,1.888951699016232,6.421582057981873e-05,4.1766702842072645,0.0003791025992271963,True
15800,XLOC_005209,1.726373103836039,6.425470262718335e-05,4.176507882903015,0.0003792623477976158,True
18296,XLOC_001656,1.5351754629334415,6.439131291362103e-05,4.175938041187519,0.0003797891741623391,True
1349,XLOC_008559,1.555124372024352,6.46840676938085e-05,4.174720777007614,0.00038137564631820933,True
12588,GPR22,-1.0967996333279242,6.485427228241691e-05,-4.174015503599139,0.0003822386652250477,True
14910,XLOC_005541,1.7209539285503244,6.685482864454882e-05,4.165856569553611,0.00039215631795888205,True
13222,LOC400622,-1.005030084327922,6.69762910269365e-05,-4.165368789542445,0.00039279696821647585,True
