Gene,logFC,P.Value,t,adj.P.Val,Significant
GGH,-0.3421359526461032,0.0036273188959692506,-2.98067838987488,0.011945836175207223,False
SIAE,-0.369300665165583,0.003629691595830367,-2.9804596859599988,0.011952423156871091,False
XLOC_007985,0.3577770626379877,0.003630902598987388,2.9803481124641014,0.01195518376018838,False
SNORD36C,0.3456932627353888,0.0036320543174037335,2.9802420329294614,0.011957406291066768,False
XLOC_l2_005644,0.6979681725957789,0.003633020432417076,2.9801530724298457,0.011957406291066768,False
CKAP2,-0.30166756001298634,0.003633068551091889,-2.980148642202008,0.011957406291066768,False
LOC441242,-0.546631246159091,0.003632690359798579,-2.980183463274729,0.011957406291066768,False
C1QBP,-0.1767518550324656,0.003642730838971203,-2.9792601429259826,0.01198797756608496,False
PAPD7,-0.22537491883766414,0.003644889077844888,-2.9790619785975188,0.011993849791492874,False
RBM10,0.15284727566720946,0.003648828342098623,2.978700563941316,0.012005580842515264,False
ZBTB41,-0.26375072504058306,0.0036498882480171554,-2.978603382531416,0.012007836631770111,False
CDHR3,-0.45405230143506614,0.0036510638851668577,-2.9784956203469224,0.012010472665725266,False
LOC100506881,0.38885863069318205,0.003652299648585619,2.9783823813507704,0.012011553455757044,False
CD2,0.44536332594967476,0.0036520770104854455,2.978402780147113,0.012011553455757044,False
ACOT11,-0.37385659122402615,0.0036525157095046745,-2.978362586273882,0.012011553455757044,False
TRIM5,0.5638977081574681,0.0036634475592026744,2.9773624400856495,0.012046268726857504,False
TUBB8,-0.3676632125405863,0.0036642784985847824,-2.9772865308255887,0.012047766140678469,False
XLOC_l2_013751,-0.7003805701233752,0.003672097136144965,-2.976573047770665,0.012072235717107038,False
FAM189B,0.15968076191883185,0.0036729444827089132,2.9764958081378103,0.012073784097274508,False
CLUAP1,-0.22248768677272857,0.0036736053420124725,-2.976435579114523,0.012074719197926242,False
LOC285762,-0.5237014926428576,0.003674745702292201,-2.9763316731182092,0.012077230010197091,False
KCNIP2,-0.48524552372889573,0.003675993265191701,-2.9762180332504564,0.012079667697235145,False
LOC100508118,0.257603331743506,0.003676240515215297,2.9761955155993087,0.012079667697235145,False
SLC41A2,-0.42274321366558354,0.0036790914501691942,-2.9759359750819656,0.01208779739055999,False
DBIL5P,-0.4291176213977268,0.0036797076980724028,-2.975879898135757,0.012088584019883532,False
SNORD25,0.5007794796931826,0.0036814475085508347,2.9757216267111923,0.012093061240457791,False
XLOC_010669,0.4431538365357137,0.0036878162705232397,2.975142845651415,0.0121127414721394,False
GSTCD,-0.38110076487662337,0.0036893841199995524,-2.975000503987062,0.01211665054971188,False
RNF40,-0.2720095017597419,0.003695330958267459,-2.974461110463032,0.012134938800411514,False
XLOC_003264,0.7423860076201301,0.0036976044690188725,2.974255108885869,0.012141161859378243,False
TSPAN10,-0.5452394120957784,0.003700138916806419,-2.9740256017135374,0.012148240349109602,False
NMUR1,-0.7107958437207804,0.0037014447948915848,-2.9739074044316927,0.012151284181346913,False
LOC100509490,0.41575006461201447,0.0037021192739188752,2.9738463712428986,0.012152254815033,False
XLOC_005423,-0.23455854473376636,0.0037062830930098723,-2.973469816935961,0.012164677882520635,False
XAF1,0.3660223512727274,0.003708386446226337,2.9732797489466707,0.012170336285927456,False
C12orf57,0.15613061769480652,0.003709643500776168,2.9731662036218682,0.012173216397800682,False
TAPBP,-0.11632288707791894,0.0037204182223522894,-2.9721944149715673,0.012207325004915767,False
DUSP8,-0.27870791685064944,0.0037212085505970694,-2.9721232363505194,0.012208669493061361,False
OSTCP2,0.28235417719156075,0.003721703050123124,2.9720787077807054,0.012209043240407997,False
C10orf125,-0.5240725091704546,0.003727807195451682,-2.97152949249751,0.01222781746728936,False
XLOC_013348,0.5403704961883116,0.0037322481537829405,2.971130442393163,0.012241132887573534,False
SNORD85,0.32996911548538854,0.0037343685976721436,2.9709400607352094,0.01224654988206508,False
ZAR1,-0.5321015646753251,0.003734663263598587,-2.970913612383799,0.01224654988206508,False
XLOC_l2_002049,-0.3978925551363641,0.003738990639182954,-2.9705254214678245,0.012259486887263814,False
SNORD83B,0.4541122670470781,0.003747992372166255,2.9697192398872523,0.01228774607042345,False
XLOC_003839,-0.3995700022727293,0.0037517466922259383,-2.969383536578712,0.012298797658553864,False
LOC100505507,0.5908515646996755,0.0037521523273228784,2.9693472841106643,0.012298870610045769,False
MCPH1,-0.25129641818181714,0.0037546940513696796,-2.96912020714514,0.0123059445410645,False
XLOC_005711,-0.6444644975974025,0.0037564372431198203,-2.9689645528378343,0.01230914267204125,False
C19orf18,0.4182628585551944,0.003756338849011724,2.96897333693875,0.01230914267204125,False
SCHIP1,-0.28990576592532236,0.0037571223355091373,-2.9689033973303527,0.012310130172927498,False
C17orf70,-0.2744862823896099,0.0037664932166029206,-2.9680679269716594,0.012339573364851072,False
HTR1E,-0.6237870236931817,0.0037676181213611502,-2.9679677639319166,0.012341998298097182,False
LOC283854,0.4537940112987018,0.0037732453668034016,2.9674671203206056,0.012359170039519411,False
GALNT14,-0.49383690524675217,0.003779178091226986,-2.9669400444262815,0.012377338761262041,False
TAF2,-0.31004273657467607,0.0037916406286189488,-2.9658353278285845,0.012416887644558582,False
XLOC_l2_015206,0.6957770622207793,0.0037920906591544005,2.9657954984820165,0.012417093839509357,False
XLOC_012704,0.6436717230470776,0.0037956886861368264,2.9654772166759975,0.012427606965836844,False
SARS,-0.30683991594155735,0.00379715848350821,-2.9653472783383017,0.01243115054096779,False
XLOC_001414,-0.4061516036785733,0.0037980577121911863,-2.96526780435359,0.01243155712754752,False
ACYP1,-0.2883595889659105,0.0037976978882097146,-2.9652996035748562,0.01243155712754752,False
XLOC_l2_006003,0.6332057956623383,0.0037988623451200307,2.965196705473501,0.0124329222639717,False
SEMG1,0.5580973469512989,0.0038001191763297397,2.965085677298208,0.012435766926110176,False
DCAF15,-0.5349098440048694,0.003800956113554938,-2.965011761249817,0.012437237058633456,False
AIF1,0.5189354642402595,0.0038040263456971014,2.9647407351103205,0.012446013785819787,False
GDF7,0.37342383046103844,0.003806135655181412,2.964554651784583,0.012451645096697909,False
PDE6H,-0.5897639425178567,0.0038074529637383042,-2.9644384870541978,0.012454684518887,False
MPZL2,0.8268873962499992,0.0038081378117845043,2.9643781094825563,0.01245565466986612,False
TP53I13,0.23923376925811368,0.003810629874337094,2.9641584887865258,0.012462535056451623,False
CLN8,0.2180108014318165,0.0038175373827008877,2.9635504352449,0.01248385313323593,False
PRDM6,-0.31380154903895985,0.0038211939741711358,-2.9632289638840006,0.012494537018796253,False
XLOC_010908,0.3978792340178581,0.0038261187594230517,2.962796446736237,0.012508868184072354,False
XLOC_014169,0.6776923130162333,0.0038263567172787407,2.962775561199494,0.012508868184072354,False
WHAMM,0.23711217940909002,0.003827131276130328,2.9627075865447305,0.012510125467522,False
XLOC_011948,0.7039024509383114,0.0038303364124514187,2.9624264412336627,0.012518092071023714,False
SLC39A8,0.31287619093344254,0.00383034887061,2.962425348863413,0.012518092071023714,False
PTCRA,0.4374637940194801,0.0038369956690145475,2.9618430036559955,0.012538537339511732,False
ZNRD1-AS1,0.34897263704545445,0.003843434022203888,2.9612798075175037,0.012558297355092762,False
SAV1,0.32131494663961035,0.0038468620622518442,2.960980294024374,0.012568218245955715,False
DDX31,0.19379735601785608,0.003850236750467905,2.9606856823531458,0.01257668210518383,False
LOC100505923,-0.39461802737012963,0.003849883194857951,-2.9607165367311095,0.01257668210518383,False
RPE65,-0.6528783834529217,0.003852618812964379,-2.960477870683457,0.012583181787812795,False
TERC,0.2616151865340921,0.00385794580458711,2.9600135712758378,0.012599297710592944,False
XLOC_003007,0.5626088112759748,0.0038671356803002188,2.959213971987964,0.0126280244934885,False
FBLN5,-0.35993152623052005,0.003870025710167253,-2.9589628764274796,0.012636175550347632,False
XLOC_004467,-0.523565421626623,0.0038722038018838443,-2.9587737507217042,0.012642000607005264,False
TFF3,-0.3764860272224029,0.0038726668491669307,-2.9587335565477386,0.012642225757736351,False
POMC,0.42518256293668877,0.003874492746306557,2.958575105280036,0.01264561270744881,False
XLOC_012406,0.49776029617694784,0.0038741123862930933,2.958608107224169,0.01264561270744881,False
RSAD1,0.18611596029545652,0.003875126725561351,2.958520104697827,0.012646395254934705,False
ZNF276,-0.2053869486996751,0.0038774576734272957,-2.9583179556999344,0.01265271510157132,False
XLOC_l2_013465,0.6386365513847401,0.0038795215528924765,2.9581390614593004,0.01265816226777773,False
XLOC_003014,-0.45309596782629935,0.0038813937538741115,-2.957976857555926,0.01266298297816348,False
XLOC_007698,-0.4536032655243507,0.0038849929258691455,-2.957665234791759,0.012673436349591437,False
XLOC_013780,0.74885080087987,0.003892097474428378,2.957050890960581,0.012695321502761807,False
SUSD5,-0.42150295619805167,0.0038932143964941993,-2.9569544026743695,0.012697673631510158,False
SEC23B,-0.2870185960746747,0.0038937636080627266,-2.956906966933266,0.012698173889056853,False
CAMTA1,0.3139525835714281,0.0038945877677545766,2.956835795329542,0.012699570602720757,False
ARF4,-0.17072569058441367,0.003897117765157008,-2.9566174001651127,0.01270652890601045,False
FGF22,-0.4456547603587646,0.003902080780870717,-2.9561893608525094,0.012721176745860577,False
XLOC_014404,0.5408933507256495,0.0039024033776812327,2.9561615556099388,0.012721176745860577,False
URM1,-0.16526022014610398,0.0039058405385359327,-2.955865431609545,0.012731087632212226,False
XLOC_006736,-0.5189771148474023,0.0039071663814173015,-2.9557512696113273,0.012734115362782386,False
LOC340113,0.6357004208246755,0.00391445994252483,2.9551238939738416,0.012756590304367793,False
ZBTB34,0.16087585838960905,0.003915491618120155,2.9550352386080645,0.012758656283320933,False
GALNTL2,0.4601508098506475,0.003916237937665838,2.9549711182773084,0.012759792102409108,False
TMEM205,-0.17503237368506674,0.003917722721463435,-2.9548435860075486,0.012763333492896009,False
LOC150568,-0.32248987097889703,0.003921862201313262,-2.9544882696006196,0.012775521874302339,False
LIMS3L,0.4534001583165592,0.003923231030573648,2.9543708508503417,0.012777092780501405,False
WNT3A,-0.6483081478863628,0.00392375417852764,-2.9543259849762333,0.012777092780501405,False
ZBTB7A,0.21352682981493487,0.003923937595807352,2.954310256168914,0.012777092780501405,False
XLOC_012177,0.2879678195000004,0.003922757966649079,2.9544114262005543,0.012777092780501405,False
CLDND1,0.352222806623379,0.003929969558366948,2.9537933672572634,0.012795435241288105,False
ADAL,-0.21789205531493572,0.003932080473463828,-2.95361265221598,0.012801008888646196,False
HILS1,0.3775831613133116,0.003935334718675894,2.9533342320787868,0.012807763211203487,False
LOC146336,0.6924696515909092,0.003934874658588331,2.953373580082821,0.012807763211203487,False
SNORD119,0.5704255411672086,0.003935352929327705,2.9533326746460267,0.012807763211203487,False
PCDHGA9,-0.46821937286525994,0.0039388350810732305,-2.9530349920246453,0.012817795638144575,False
DNAJC21,0.25413597998051785,0.0039402311513351655,2.9529157127363885,0.01282103817170424,False
XLOC_005573,0.6301405829334419,0.003941716049446306,2.952788886815129,0.012824569053370944,False
EIF2AK2,0.1815746604399333,0.00395043549439168,2.952045042099653,0.01284894876057395,False
XLOC_005979,-0.47991588844642896,0.003950747513245507,-2.952018452233238,0.01284894876057395,False
GHR,-0.39897501793993406,0.003950811426879721,-2.9520130058301572,0.01284894876057395,False
EIF4A2,-0.4565792315746773,0.00395011016524692,-2.9520727683149253,0.01284894876057395,False
TMEM66,-0.24246503821428433,0.003952171763589454,-2.951897103939576,0.012852069962083091,False
ARHGAP40,0.548369108025974,0.003953136085779449,2.951814965112721,0.012853902861524907,False
ZNF559,-0.3511454312256497,0.003955523172201565,-2.951611717819452,0.012860361139579023,False
LOC729291,-0.5872380358474025,0.003960858036108466,-2.95115789194321,0.01287640107401293,False
METTL19,0.18298948148051863,0.003962219328565236,2.9510421798496553,0.012879521335532756,False
MT2A,0.31037556409090783,0.003963781109961163,2.950909471005308,0.012883292604615413,False
STRA13,0.18057293788961104,0.003966261046788403,2.9506988429948504,0.012890047044977405,False
FBXW2,-0.3574069994837661,0.003967402166325703,-2.9506019652877433,0.012892449503213995,False
XLOC_l2_005350,0.34186223699837726,0.0039683771147595364,2.9505192153686344,0.01289417706191514,False
LINS,-0.2070798631363635,0.003968737665503432,-2.950488617938536,0.01289417706191514,False
PC,0.1739502463961049,0.003969221444965063,2.9504475669714707,0.01289444293209916,False
KLRG2,0.32403487269967535,0.003970254495999102,2.9503599231625324,0.012896492935566141,False
GAB3,0.48054209090422084,0.003971561082048502,2.9502491028130535,0.012899430951920213,False
BCLAF1,-0.17295630931818273,0.003972978981951476,-2.950128879209248,0.012902729878619493,False
GTF3C6,0.1610497048214281,0.003978929317817966,2.949624781694579,0.012919438513724731,False
XLOC_000471,-0.2833612265876617,0.003978677098418227,-2.9496461349796994,0.012919438513724731,False
C1orf187,0.42553968039935075,0.003985303111169852,2.9490855802575386,0.01293882439088441,False
CMA1,-0.7856466386185055,0.003987450257670165,-2.94890411789959,0.012944485353780498,False
GRXCR2,0.5680813503879869,0.003988660096215058,2.948801910168809,0.012947102690132457,False
LTBP1,0.3526923728912337,0.003990570602826105,2.9486405678526584,0.012951993619856479,False
LOC100131053,0.5390791403668831,0.003995788638676047,2.948200267185637,0.012967617554752411,False
XLOC_l2_010724,0.8012309408327924,0.003996289845123723,2.9481580030212498,0.01296768221503227,False
XLOC_009192,0.39178713698052015,0.0039966170218211985,2.948130416527281,0.01296768221503227,False
UCN,0.20919353419805375,0.003998500908919237,2.9479716136767915,0.012972482722302702,False
GFM1,-0.1872270167629857,0.004002747292487831,-2.947613916236013,0.012984946217313137,False
MT1A,0.21252387128246575,0.0040080950296876045,2.9471639427184257,0.013000979631180824,False
PRMT5,-0.22189653138961063,0.004012738185550691,-2.946773703249571,0.013014724597357818,False
PCA3,0.45981968976948107,0.0040135576060408434,2.946704877306921,0.013016066316396104,False
MYRIP,-0.30929052882629904,0.004017082270132244,-2.9464089762570564,0.01302574356100928,False
FBXO43,-0.4151544314870135,0.004017353703012027,-2.9463861989685824,0.01302574356100928,False
LRRC28,-0.26627695574512966,0.0040255364115751,-2.9457002121078903,0.013049637033481123,False
FBXO47,0.5539190041071427,0.004025303798260104,2.9457196951905558,0.013049637033481123,False
PCNX,-0.3755206704383127,0.004032149628177999,-2.9451467400379863,0.013067113857152257,False
XLOC_l2_000641,-0.7428663798327921,0.004031713645271407,-2.945183202466544,0.013067113857152257,False
DNAJA4,-0.3082864846428581,0.004031929659723531,-2.9451651361400106,0.013067113857152257,False
LOC100130285,0.29077241876136384,0.004033121134130179,2.9450655034382875,0.013068942018474358,False
CLTA,-0.2610026730357138,0.004034847599461219,-2.9449211821952095,0.013073215936846367,False
EPC1,0.23937975587986848,0.004035309309103775,2.944882595925794,0.013073391500307927,False
C6orf99,0.5596525289951293,0.004037438344089447,2.9447047195888802,0.013078968199372864,False
XLOC_l2_014802,-0.2829857492857153,0.004039008202448218,-2.9445736166321157,0.01308273254589447,False
XLOC_004509,0.5892691426071432,0.0040396964882964655,2.9445161508983917,0.013083640923225705,False
RTEL1,-0.20307023043181882,0.004041054962935216,-2.9444027568504447,0.013086683076940667,False
APOPT1,0.1611930404626598,0.004041451659702344,2.944369650565166,0.013086683076940667,False
ATP5E,-0.15584888394480778,0.004043484898545692,-2.944200013839394,0.013091945452699415,False
LOC100127891,-0.24595043742694855,0.004045705323167214,-2.9440148496529974,0.013097220255115196,False
ZNF471,0.3225465850568163,0.004045930571327668,2.943996071139681,0.013097220255115196,False
DHCR7,0.2664055737499975,0.004057293315446277,2.9430500286274355,0.013132677788267233,False
LAMB4,0.5441180007792217,0.004058225979049937,2.9429724851336747,0.013134371409193098,False
LOC100508233,0.6490584736964289,0.0040592704386702445,2.9428856661901164,0.013136426477609346,False
XLOC_007943,0.5562123056071426,0.004063038002709178,2.9425726647556805,0.01314729262930305,False
SNORD114-13,-0.38056302250486773,0.0040641346066309396,-2.9424816114230414,0.013149514692962232,False
XLOC_007822,-0.5862184172077929,0.004065020999986172,-2.9424080288615597,0.013151056240374787,False
SMPDL3B,-0.3970387681590908,0.004065783018267167,-2.94234478292139,0.013152195142282013,False
LOC643037,-0.4402815567191558,0.004066942790703822,-2.9422485451708575,0.013154620359525976,False
NPAS3,0.36078559822889744,0.004067477762864646,2.942204161780903,0.013155024360590569,False
ZNF19,-0.2887918274772714,0.0040716108736649475,-2.94186144389923,0.013166118136652262,False
ZYG11B,-0.4297637596623396,0.004071728741699723,-2.941851674974695,0.013166118136652262,False
C9orf117,0.638263092417207,0.004073573068979029,2.9416988507195687,0.013168017314781259,False
GPR84,0.5435155110827923,0.0040739579753492515,2.9416669647317533,0.013168017314781259,False
XLOC_003326,-0.43973894644642897,0.004073679439871137,-2.941690038582168,0.013168017314781259,False
CTXN2,-0.5876725909772738,0.004073781402804521,-2.9416815918145494,0.013168017314781259,False
PATZ1,-0.6000113059577918,0.0040773814057209175,-2.9413834867844835,0.013177754936079693,False
SOX13,-0.5065778444204536,0.004081207227154066,-2.941066948145145,0.013188790958708818,False
SCN1B,-0.515223567214286,0.004082069730175669,-2.940995624631541,0.013190249490736852,False
CLVS2,-0.4511441857759726,0.004082558393714691,-2.94095522142753,0.013190499876157447,False
C11orf91,-0.5248953346055187,0.004084740138089534,-2.9407748869042867,0.013196219902307375,False
RANBP6,-0.40345470082629653,0.004086927510492236,-2.9405941762671683,0.013201956956660047,False
RAB31,0.3684365759074666,0.004087434083681759,2.9405523382325427,0.013202263935210512,False
NHLH2,-0.5282511325178607,0.004089845418948976,-2.940353250793124,0.013208722545040085,False
MYO9B,-0.45701503368993457,0.004091481334460328,-2.940218246023062,0.013212675781104018,False
LENG8,-0.47033212306656047,0.004100438769554022,-2.9394799096744055,0.013240269323330953,False
CACNA1E,-0.26922613031169007,0.004102654268290741,-2.9392975215592387,0.013246089867830815,False
CLEC3B,-0.6109076568279193,0.004103924231009213,-2.9391930144087812,0.013248856730479576,False
BBS4,-0.1615559523928578,0.004107266120673243,-2.938918147568405,0.013258311244837758,False
SPZ1,0.6384173610974029,0.004109441193590388,2.938739360834741,0.013262663329012037,False
GATC,-0.35514913775973866,0.004109307150046018,-2.938750376430242,0.013262663329012037,False
XLOC_004126,0.5956992493896105,0.004113763185423103,2.9383843601705237,0.013273604307486954,False
NARF,-0.13860546675000052,0.004114046148690634,-2.9383611300620207,0.013273604307486954,False
XLOC_011510,-0.3985088897532485,0.004114486322744709,-2.9383249965271125,0.013273604307486954,False
FAM183A,-0.48429719087987033,0.0041140798997897675,-2.9383583593352895,0.013273604307486954,False
C19orf45,-0.47989559297078,0.004123001196651718,-2.9376267172591892,0.013299736388998201,False
FLJ37505,-0.8012167486866879,0.004124346414354571,-2.9375165215421135,0.013302738082897107,False
XLOC_003678,0.6169600373246751,0.004125116245747932,2.937453474435732,0.0133029882258083,False
RBMS2,0.37850506481980517,0.004125253331369732,2.9374422486315632,0.0133029882258083,False
GPR35,0.23320265429870002,0.004126926908532753,2.937305228777514,0.01330704746464275,False
FRRS1,0.5450587660779225,0.0041287673866806105,2.9371546034233025,0.013311643996453668,False
MCM9,0.34110596190097553,0.004135864218412811,2.9365743748572184,0.013333185019262684,False
C10orf128,0.3960525072970791,0.004138172615487235,2.9363858407317185,0.013339286324842292,False
ACOT8,-0.35877126386688474,0.0041415224157058655,-2.9361124241409584,0.013348150761813045,False
IQGAP3,-0.3885789873782466,0.00414175475944785,-2.9360934673920336,0.013348150761813045,False
ACAT2,-0.28727203451461136,0.004143346460372641,-2.935963628063976,0.013350151716772675,False
NCF4,0.4494914615194787,0.004143985797846769,2.935911488520279,0.013350151716772675,False
PAK4,0.1773432167873379,0.004143645533437094,2.935939236997354,0.013350151716772675,False
WDR48,0.16755665859577995,0.004144040236771269,2.9359070492344412,0.013350151716772675,False
SP3,0.18670139043506495,0.004148774884637015,2.935521162200254,0.013364062486108587,False
MAPK13,-0.7159893772207786,0.004151980953650244,-2.935260088911287,0.013371704547043454,False
XLOC_l2_014369,-0.3568591313311682,0.0041518238273125984,-2.9352728795319734,0.013371704547043454,False
SOD1,-0.3047186291883115,0.00415437873339724,-2.9350649567492275,0.013378083694778505,False
LOC100505570,0.6661322311769478,0.004156235958357625,2.9349138864143294,0.013382721022193378,False
LOC100289650,0.49108102788474106,0.004161055700424276,2.9345221290005052,0.013396895510799957,False
XLOC_l2_015585,0.2579288887386362,0.004163050662286613,2.9343600971689647,0.013401502228078895,False
LOC643542,-0.6712461066314939,0.004163322045044709,-2.934338060848278,0.013401502228078895,False
XLOC_010554,-0.4294221466639603,0.004167873650920086,-2.933968666827007,0.013414807537023815,False
APOC4,0.35738993441396083,0.004177214172883315,2.933211781689255,0.013443522338091566,False
XLOC_l2_013282,0.64367939136039,0.004178877963107818,2.933077124331454,0.01344730940671057,False
LOC374443,0.34011044034253235,0.004179229263868591,2.9330486984362456,0.01344730940671057,False
TPP1,0.30239341808441367,0.004180452803263494,2.9329497115519505,0.013449897295024863,False
C11orf67,0.26906093237986894,0.004181610607628557,2.932856067338564,0.013450924324949777,False
SUMO2,0.15666701577922382,0.004181353551598291,2.932876856188786,0.013450924324949777,False
SLC24A1,-0.3726574698230509,0.00418410345666108,-2.932654524601817,0.013456244500219292,False
XLOC_003263,0.4953247415909088,0.0041840459216361155,2.932659174966775,0.013456244500219292,False
LRIF1,-0.5481178197483771,0.004184910438790285,-2.9325893051226126,0.013457490665235803,False
LOC286467,0.44717349973538933,0.004185660376680668,2.932528706284581,0.013458553160661104,False
TUBB1,0.7446508803555192,0.004187763793569878,2.93235879272761,0.013463966977121836,False
MARS2,-0.5696967934025983,0.004191441473486042,-2.932061899326002,0.013474440572144725,False
CHCHD5,-0.20020143195292306,0.004200958056114665,-2.931294752627759,0.013503680805627099,False
C17orf63,-0.525698811852271,0.004218770603289495,-2.9298631468413925,0.01355957929601513,False
TMEM208,-0.16322573743506474,0.004219280384850007,-2.9298222573658195,0.013559859221196976,False
OSMR,0.2888957893181825,0.004220807296445848,2.92969981131298,0.01356340759991814,False
SNORD35B,0.44418738267532465,0.004222705233842102,2.929547668822611,0.01356814742604714,False
FLT3LG,0.5182847936022723,0.004225819118905423,2.929298189877124,0.013576792922832846,False
AVEN,0.6501218282970793,0.004226513213393002,2.92924260333296,0.013577663116928453,False
FLJ36644,-0.48449369575811696,0.004229042422349706,-2.929040122782852,0.013584427847099087,False
LOC100133331,0.24678116001136452,0.004235708079932601,2.9285070248471907,0.013604476892695018,False
NUP133,-0.16459828498376616,0.004237653067642532,-2.928351616560163,0.01360936133846956,False
DIO3,0.47592038794155744,0.004239329681929457,2.9282177045350526,0.01361338300263233,False
AMHR2,0.5472170083701298,0.004245666130053174,2.9277120492954483,0.013632366074677795,False
XLOC_011169,-0.5552227796996752,0.0042530410392054895,-2.9271243981135204,0.013654679397289041,False
NFU1,-0.21578002486363523,0.00425994147160214,-2.926575403499459,0.013675465066446178,False
Q73P46,0.45575405269318203,0.00426159607766195,2.9264438856658193,0.01367940786185665,False
LOC285556,-0.657571547274352,0.0042630282743854235,-2.926330084192456,0.013682636022239557,False
PRR14,0.590913810271104,0.00426457241521616,2.926207427140016,0.013686222797132294,False
C6orf208,-0.2467965116590909,0.00426634680692467,-2.9260665308574914,0.013690547720930622,False
HIST1H4E,-0.26255188183441724,0.004269829711629631,-2.9257901262420876,0.01370035378566499,False
FAM20C,0.24746310655519466,0.004270473074814819,2.925739091416084,0.013701047728778816,False
XLOC_l2_002067,-0.4930076090227269,0.00427124196293535,-2.9256781086013572,0.013702144217096602,False
XLOC_010450,0.6226270646428569,0.004274409350731905,2.9254270001424256,0.013710934103737577,False
RRP15,0.20296898888311787,0.004276093439173366,2.925293556452232,0.013714964759916176,False
INO80B,-0.4587574710048692,0.004276880419304376,-2.925231214360404,0.013716117549863481,False
SCAF4,0.1954506542873382,0.004281809977846926,2.9248409503428947,0.013730554187258034,False
HLX,0.4397680535535713,0.004283278214852013,2.9247247926911046,0.013733889568461026,False
FUBP1,0.19609665493831052,0.004284479834221405,2.924629755419748,0.013736369486490374,False
FERD3L,-0.48857813930844074,0.004286733775656332,-2.924451555116524,0.013740853010202224,False
SSTR5,0.49333149368506524,0.0042867349415867785,2.9244514629584777,0.013740853010202224,False
SH3TC1,0.3462290006574671,0.004290378462528284,2.924163582643454,0.013751158065531757,False
TAF7L,-1.0912489058977282,0.004297939183510018,-2.9235669156318527,0.013774014885814322,True
OR1K1,0.4749265889496752,0.0042996548893401735,2.9234316523496844,0.013778136934375462,False
KIAA0226,0.15973136796103837,0.004312593627123388,2.9224131819892447,0.013818218493619486,False
C10orf137,-0.23150267897240262,0.00431950261463288,-2.921870493807537,0.013838973721903807,False
LOC644339,-0.26527104349025965,0.0043221366044141315,-2.9216638091496994,0.013846029785261168,False
SEMA4C,0.15556995230519455,0.004327258448191445,2.921262238582105,0.013861053521515882,False
BTBD18,0.6200275552142855,0.0043316215858326184,2.9209204982060086,0.013873644216604471,False
SFXN1,-0.41281824536201306,0.004333928300041975,-2.9207399540945818,0.013879646587336182,False
OR5B2,0.6397069456964286,0.0043383060858287895,2.920397552470993,0.013892279819663364,False
FCGR2B,0.5289528318798702,0.00434792194543961,2.919646578265933,0.013921682404401904,False
FDFT1,0.15340033368019412,0.00434989862445341,2.919492394102331,0.013926621544158222,False
LOC100128993,0.49995860732142905,0.0043524696665543615,2.9192919451178847,0.013933462419226016,False
PLAC8L1,-0.4057961341217542,0.004353713603459207,-2.9191950018137116,0.01393466351381536,False
VCY,-0.6952480066688267,0.004353515930426878,-2.919210405293838,0.01393466351381536,False
FGFBP2,0.6366841855746754,0.004360785686808553,2.9186443395870914,0.013955906308142295,False
SRPRB,-0.2164899651525971,0.00436792734044559,-2.918089093797825,0.013975973377368294,False
ASB5,-0.5070385153620123,0.00436783132874029,-2.918096552926171,0.013975973377368294,False
KREMEN2,-0.46588256015584406,0.004373007886106033,-2.9176946024197283,0.013990834046702058,False
LOC340017,-0.6275244924155845,0.004375738450329453,-2.9174827553308824,0.013998174061285288,False
XLOC_008015,1.816662385618507,0.004377722481164019,2.917328903317534,0.014003124658065783,True
C11orf54,0.16559604096590874,0.00438766967022552,2.9165585128780087,0.01403354367107026,False
FBXO36,-0.28847179578246784,0.004388157026031617,-2.916520809437081,0.014033703259405271,False
CHSY1,0.2935418572516202,0.00439078169025829,2.916317823055462,0.014040697430570766,False
ZNF473,-0.48989887180194813,0.004394606720996628,-2.9160222025380986,0.014051528317509405,False
TXNRD3,-0.3832205813814946,0.004396682934816588,-2.915861839847157,0.01405676585099822,False
HUWE1,0.2082705169756487,0.004403244429111522,2.915355500595603,0.014076340935316156,False
XLOC_007962,0.6560090967288963,0.004408754831667642,2.9149308084042835,0.01409255231166779,False
PABPC4,0.14859568144480662,0.00441535025485053,2.914423134319557,0.014112228372581945,False
PRO0628,0.4088644187370143,0.004418577644712448,2.9141749644277857,0.01412113676453231,False
XLOC_008698,-0.6191629208035732,0.004419357398768406,-2.914115030318512,0.014122221869956217,False
STC2,-0.5202510065957782,0.0044260576199209945,-2.9136004329640395,0.014142223948910907,False
TMCO6,-0.5189784192954541,0.004430911764724905,-2.913228067452426,0.014156324012785076,False
XLOC_005617,-0.4365515503246744,0.004432689619884128,-2.913091780601131,0.014160593806600558,False
ZNF827,-0.38687447082305315,0.004434805335479813,-2.912929659563442,0.014165941965766444,False
XLOC_001370,-0.3657430256347407,0.004436238823278001,-2.912819856064848,0.014169110060808272,False
DNAJC14,-0.15024877416071547,0.0044381592141842854,-2.912672807505267,0.014173832512795607,False
WARS2,-0.34964877953733886,0.004441506628168248,-2.9124166285515996,0.014183110952780947,False
XLOC_l2_015448,-0.9223866431785712,0.004442581642799617,-2.912334394929532,0.01418513179068495,False
DERA,0.2350317116071423,0.004449639988127688,2.91179491862014,0.014206255057636966,False
