Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Purine metabolism,1/129,0.5196647636925361,0.6500435966242845,0,0,1.3782784598214286,0.9021816066099596,HPRT1
KEGG_2021_Human,Relaxin signaling pathway,1/129,0.5196647636925361,0.6500435966242845,0,0,1.3782784598214286,0.9021816066099596,GNG2
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,1/131,0.5251123782377586,0.6500435966242845,0,0,1.3569368131868131,0.8740613299953246,TNFRSF10B
KEGG_2021_Human,Dopaminergic synapse,1/132,0.5278131767462139,0.6500435966242845,0,0,1.3465103598691386,0.8604374762180163,GNG2
KEGG_2021_Human,Estrogen signaling pathway,1/137,0.5410904890151278,0.659454033487187,0,0,1.2966780462184877,0.796379136895972,HSPA1A
KEGG_2021_Human,Apoptosis,1/142,0.5539976699043424,0.6682239935959594,0,0,1.2503799392097263,0.7384678878615671,TNFRSF10B
KEGG_2021_Human,Spliceosome,1/150,0.5739047114703305,0.6851719514492722,0,0,1.1827660594439118,0.6567804175311961,HSPA1A
KEGG_2021_Human,Oxytocin signaling pathway,1/154,0.5835253902620319,0.6854991670490971,0,0,1.151610644257703,0.6203350130587829,CAMK4
KEGG_2021_Human,Cushing syndrome,1/155,0.5858967239735873,0.6854991670490971,0,0,1.144074675324675,0.6116357573156603,CRH
KEGG_2021_Human,JAK-STAT signaling pathway,1/162,0.6021254937077732,0.697511710532767,0,0,1.093944099378882,0.5549462393419835,STAT4
KEGG_2021_Human,Influenza A,1/172,0.6242216031423314,0.7022493035351228,0,0,1.0294486215538847,0.4851274986244365,TNFRSF10B
KEGG_2021_Human,Amyotrophic lateral sclerosis,2/364,0.6124288552790448,0.7022493035351228,0,0,0.9718281817729332,0.4765092216711228,TUBB2A;NEFL
KEGG_2021_Human,Protein processing in endoplasmic reticulum,1/171,0.6220678796437814,0.7022493035351228,0,0,1.0355567226890756,0.4915850527048105,HSPA1A
KEGG_2021_Human,Tuberculosis,1/180,0.6410191071706021,0.7120452780313993,0,0,0.9830407023144452,0.4371542820440898,TLR2
KEGG_2021_Human,Axon guidance,1/182,0.6451008501822934,0.7120452780313993,0,0,0.9720797158642462,0.4261097995849042,PAK3
KEGG_2021_Human,Neutrophil extracellular trap formation,1/189,0.6590280197481405,0.7202321570873848,0,0,0.935552811550152,0.3901154435165907,TLR2
KEGG_2021_Human,Transcriptional misregulation in cancer,1/192,0.6648296834652783,0.7202321570873848,0,0,0.9207180254300672,0.3758595508121068,NUPR1
KEGG_2021_Human,Focal adhesion,1/201,0.6816540472104836,0.73168370205162,0,0,0.8788839285714286,0.3368173351398673,PAK3
KEGG_2021_Human,Rap1 signaling pathway,1/210,0.6976409829638964,0.7420363182434172,0,0,0.8406527682843472,0.3026775837138604,ANGPT2
KEGG_2021_Human,Regulation of actin cytoskeleton,1/218,0.7111820233202223,0.7496242948510451,0,0,0.809331797235023,0.2758420245770838,PAK3
KEGG_2021_Human,Human cytomegalovirus infection,1/225,0.7225362578245951,0.7547923407631931,0,0,0.7837611607142857,0.2547127184844253,GNG2
KEGG_2021_Human,Shigellosis,1/246,0.754011275952719,0.7807019405882135,0,0,0.7158163265306122,0.2021092768402513,CD44
KEGG_2021_Human,Pathways in cancer,2/531,0.8057114195616473,0.8269143516553749,0,0,0.6593436536725762,0.1424377726886131,GNG2;STAT4
KEGG_2021_Human,MicroRNAs in cancer,1/310,0.8297026656838755,0.8441322772609863,0,0,0.5657073509015257,0.1056107040537265,CD44
KEGG_2021_Human,Alzheimer disease,1/369,0.8787961451186131,0.8863719739558426,0,0,0.4735782220496894,0.0611874073629045,TUBB2A
KEGG_2021_Human,Herpes simplex virus 1 infection,1/498,0.9425823955628024,0.9425823955628024,0,0,0.3483400402414487,0.020598022753922,TLR2
